MANDT	KUNNR	BUKRS	GJAHR	BELNR	BUZEI	BUDAT	BLDAT	CPUDT	BLART	BSCHL	SHKZG	UMSKZ	WAERS	WRBTR	DMBTR	XBLNR	ZUONR	SGTXT	ZFBDT	ZTERM	ZBD1T	ZBD1P	SKFBT	SKNTO	ZLSCH	ZLSPR	REBZG	HKONT	AUGDT	AUGBL
100	0000103367	3000	2024	1800000002	001	20240909	20240906	20240909	DR	01	S		CHF	38.498,40	38.498,40	RG-100139	20240906	Rechnung	20240906	ZB03	0	0,000	0,00	0,00	E				20241009	1400000005
100	0000103352	3000	2024	1800000005	001	20240912	20240911	20240912	DR	01	S		CHF	15.772,59	15.772,59	RG-100098	20240911	Rechnung	20240911	ZB03	0	0,000	0,00	0,00	E				20241007	1400000002
100	0000103363	3000	2024	1800000006	001	20240912	20240910	20240912	DR	01	S		CHF	2.337,52	2.337,52	RG-100121	20240910	Rechnung	20240910	ZB03	0	0,000	0,00	0,00	E				20241009	1400000004
100	0000103219	3000	2024	1800000008	001	20240919	20240916	20240919	DR	01	S		CHF	4.259,26	4.259,26	RG-100023	20240916	Rechnung	20240916	ZB02	14	2,000	4.259,26	85,19	E				20240930	1400000001
100	0000103225	3000	2024	1800000009	001	20240923	20240920	20240923	DR	01	S		CHF	24.968,64	24.968,64	RG-100047	20240920	Rechnung	20240920	ZB03	0	0,000	0,00	0,00	E				20241108	1400000009
100	0000103367	3000	2024	1800000010	001	20240923	20240920	20240923	DR	01	S		CHF	91.253,98	91.253,98	RG-100149	20240920	Rechnung	20240920	ZB03	0	0,000	0,00	0,00	E				20241015	1400000006
100	0000103352	3000	2024	1800000011	001	20240925	20240923	20240925	DR	01	S		CHF	63.564,46	63.564,46	RG-100092	20240923	Rechnung	20240923	ZB03	0	0,000	0,00	0,00	E				20241017	1400000007
100	0000103363	3000	2024	1800000012	001	20240930	20240926	20240930	DR	01	S		CHF	1.962,65	1.962,65	RG-100120	20240926	Rechnung	20240926	ZB03	0	0,000	0,00	0,00	E				20241028	1400000008
100	0000103225	3000	2024	1800000014	001	20241017	20241016	20241017	DR	01	S		CHF	6.172,35	6.172,35	RG-100053	20241016	Rechnung	20241016	ZB03	0	0,000	0,00	0,00	E				20241202	1400000011
100	0000103219	3000	2024	1800000017	001	20241104	20241031	20241104	DR	01	S		CHF	9.878,17	9.878,17	RG-100024	20241031	Rechnung	20241031	ZB02	14	2,000	9.878,17	197,56	E				20241112	1400000010
100	0000103352	3000	2024	1800000018	001	20241111	20241108	20241111	DR	01	S		CHF	5.474,28	5.474,28	RG-100095	20241108	Rechnung	20241108	ZB03	0	0,000	0,00	0,00	E				20241209	1400000012
100	0000103352	3000	2024	1800000022	001	20241125	20241125	20241125	DR	01	S		CHF	34.796,91	34.796,91	RG-100102	20241125	Rechnung	20241125	ZB03	0	0,000	0,00	0,00	E				20241225	1400000013
100	0000103352	3000	2024	1800000023	001	20241204	20241204	20241204	DR	01	S		CHF	19.121,20	19.121,20	RG-100106	20241204	Rechnung	20241204	ZB03	0	0,000	0,00	0,00	E				20241230	1400000014
100	0000103679	3000	2024	1800000025	001	20241211	20241211	20241211	DR	01	S		CHF	7.595,34	7.595,34	RG-100164	20241211	Rechnung	20241211	ZB02	14	2,000	7.595,34	0,00	E				20250107	1400000001
100	0000103363	3000	2024	1800000026	001	20241219	20241216	20241219	DR	01	S		CHF	1.066,93	1.066,93	RG-100114	20241216	Rechnung	20241216	ZB03	0	0,000	0,00	0,00	E				20250108	1400000002
100	0000103367	3000	2024	1800000027	001	20241225	20241223	20241225	DR	01	S		CHF	27.087,72	27.087,72	RG-100137	20241223	Rechnung	20241223	ZB03	0	0,000	0,00	0,00	E				20250120	1400000003
100	0000103367	3000	2024	1800000028	001	20241226	20241225	20241226	DR	01	S		CHF	65.654,16	65.654,16	RG-100125	20241225	Rechnung	20241225	ZB03	0	0,000	0,00	0,00	E				20250127	1400000004
100	0000103679	3000	2025	1400000001	001	20250107	20250107	20250107	DZ	15	H		CHF	7.595,34	7.595,34		1800000025	Zahlung	20250107		0	0,000	0,00	0,00	E				20250107	1400000001
100	0000103363	3000	2025	1400000002	001	20250108	20250108	20250108	DZ	15	H		CHF	1.066,93	1.066,93		1800000026	Zahlung	20250108		0	0,000	0,00	0,00	E				20250108	1400000002
100	0000103367	3000	2025	1400000003	001	20250120	20250120	20250120	DZ	15	H		CHF	27.087,72	27.087,72		1800000027	Zahlung	20250120		0	0,000	0,00	0,00	E				20250120	1400000003
100	0000103367	3000	2025	1400000004	001	20250127	20250127	20250127	DZ	15	H		CHF	65.654,16	65.654,16		1800000028	Zahlung	20250127		0	0,000	0,00	0,00	E				20250127	1400000004
100	0000103363	3000	2025	1400000005	001	20250203	20250203	20250203	DZ	15	H		CHF	1.441,28	1.441,28		1800000004	Zahlung	20250203		0	0,000	0,00	0,00	E				20250203	1400000005
100	0000103679	3000	2025	1400000006	001	20250206	20250206	20250206	DZ	15	H		CHF	8.283,27	8.283,27		1800000006	Zahlung	20250206		0	0,000	0,00	0,00	E				20250206	1400000006
100	0000103215	3000	2025	1400000007	001	20250217	20250217	20250217	DZ	15	H		CHF	1.421,31	1.421,31		1800000001	Zahlung	20250217		0	0,000	0,00	0,00	E				20250217	1400000007
100	0000103367	3000	2025	1400000008	001	20250221	20250221	20250221	DZ	15	H		CHF	107.587,60	107.587,60		1800000012	Zahlung	20250221		0	0,000	0,00	0,00	E				20250221	1400000008
100	0000103219	3000	2025	1400000009	001	20250228	20250228	20250228	DZ	15	H		CHF	9.091,00	9.091,00		1800000019	Zahlung	20250228		0	0,000	0,00	0,00	E				20250228	1400000009
100	0000103219	3000	2025	1400000010	001	20250303	20250303	20250303	DZ	15	H		CHF	17.661,84	17.661,84		1800000022	Zahlung	20250303		0	0,000	0,00	0,00	E				20250303	1400000010
100	0000103233	3000	2025	1400000011	001	20250303	20250303	20250303	DZ	15	H		CHF	24.463,89	24.463,89		1800000002	Zahlung	20250303		0	0,000	0,00	0,00	E				20250303	1400000011
100	0000103233	3000	2025	1400000012	001	20250305	20250305	20250305	DZ	15	H		CHF	9.153,62	9.153,62		1800000007	Zahlung	20250305		0	0,000	0,00	0,00	E				20250305	1400000012
100	0000103679	3000	2025	1400000013	001	20250310	20250310	20250310	DZ	15	H		CHF	22.252,00	22.252,00		1800000015	Zahlung	20250310		0	0,000	0,00	0,00	E				20250310	1400000013
100	0000103352	3000	2025	1400000014	001	20250317	20250317	20250317	DZ	15	H		CHF	91.254,26	91.254,26		1800000021	Zahlung	20250317		0	0,000	0,00	0,00	E				20250317	1400000014
100	0000103225	3000	2025	1400000015	001	20250319	20250319	20250319	DZ	15	H		CHF	4.633,61	4.633,61		1800000017	Zahlung	20250319		0	0,000	0,00	0,00	E				20250319	1400000015
100	0000103233	3000	2025	1400000016	001	20250324	20250324	20250324	DZ	15	H		CHF	20.164,93	20.164,93		1800000010	Zahlung	20250324		0	0,000	0,00	0,00	E				20250324	1400000016
100	0000103233	3000	2025	1400000017	001	20250328	20250328	20250328	DZ	15	H		CHF	14.315,33	14.315,33		1800000008	Zahlung	20250328		0	0,000	0,00	0,00	E				20250328	1400000017
100	0000103225	3000	2025	1400000018	001	20250414	20250414	20250414	DZ	15	H		CHF	10.429,05	10.429,05		1800000018	Zahlung	20250414		0	0,000	0,00	0,00	E				20250414	1400000018
100	0000103225	3000	2025	1400000019	001	20250414	20250414	20250414	DZ	15	H		CHF	12.066,24	12.066,24		1800000024	Zahlung	20250414		0	0,000	0,00	0,00	E				20250414	1400000019
100	0000103367	3000	2025	1400000020	001	20250414	20250414	20250414	DZ	15	H		CHF	92.168,60	92.168,60		1800000029	Zahlung	20250414		0	0,000	0,00	0,00	E				20250414	1400000020
100	0000103219	3000	2025	1400000021	001	20250428	20250428	20250428	DZ	15	H		CHF	6.806,63	6.806,63		1800000036	Zahlung	20250428		0	0,000	0,00	0,00	E				20250428	1400000021
100	0000103367	3000	2025	1400000022	001	20250428	20250428	20250428	DZ	15	H		CHF	63.459,38	63.459,38		1800000031	Zahlung	20250428		0	0,000	0,00	0,00	E				20250428	1400000022
100	0000103219	3000	2025	1400000023	001	20250507	20250507	20250507	DZ	15	H		CHF	18.224,37	18.224,37		1800000037	Zahlung	20250507		0	0,000	0,00	0,00	E				20250507	1400000023
100	0000103219	3000	2025	1400000024	001	20250509	20250509	20250509	DZ	15	H		CHF	22.421,61	22.421,61		1800000038	Zahlung	20250509		0	0,000	0,00	0,00	E				20250509	1400000024
100	0000103352	3000	2025	1400000025	001	20250512	20250512	20250512	DZ	15	H		CHF	6.757,74	6.757,74		1800000034	Zahlung	20250512		0	0,000	0,00	0,00	E				20250512	1400000025
100	0000103225	3000	2025	1400000026	001	20250515	20250515	20250515	DZ	15	H		CHF	8.301,70	8.301,70		1800000032	Zahlung	20250515		0	0,000	0,00	0,00	E				20250515	1400000026
100	0000103219	3000	2025	1400000027	001	20250528	20250528	20250528	DZ	15	H		CHF	5.532,11	5.532,11		1800000042	Zahlung	20250528		0	0,000	0,00	0,00	E				20250528	1400000027
100	0000103260	3000	2025	1400000028	001	20250602	20250602	20250602	DZ	15	H		CHF	702,63	702,63		1800000040	Zahlung	20250602		0	0,000	0,00	0,00					20250602	1400000028
100	0000103679	3000	2025	1400000029	001	20250602	20250602	20250602	DZ	15	H		CHF	9.263,69	9.263,69		1800000039	Zahlung	20250602		0	0,000	0,00	0,00	E				20250602	1400000029
100	0000103206	3000	2025	1400000030	001	20250603	20250603	20250603	DZ	15	H		CHF	1.118,23	1.118,23		1800000047	Zahlung	20250603		0	0,000	0,00	0,00	E				20250603	1400000030
100	0000103367	3000	2025	1400000031	001	20250612	20250612	20250612	DZ	15	H		CHF	21.468,59	21.468,59		1800000043	Zahlung	20250612		0	0,000	0,00	0,00	E				20250612	1400000031
100	0000103352	3000	2025	1400000032	001	20250619	20250619	20250619	DZ	15	H		CHF	69.759,72	69.759,72		1800000045	Zahlung	20250619		0	0,000	0,00	0,00	E				20250619	1400000032
100	0000103367	3000	2025	1400000033	001	20250620	20250620	20250620	DZ	15	H		CHF	78.101,70	78.101,70		1800000046	Zahlung	20250620		0	0,000	0,00	0,00	E				20250620	1400000033
100	0000103219	3000	2025	1400000034	001	20250707	20250707	20250707	DZ	15	H		CHF	22.366,92	22.366,92		1800000052	Zahlung	20250707		0	0,000	0,00	0,00	E				20250707	1400000034
100	0000103720	3000	2025	1400000035	001	20250718	20250718	20250718	DZ	15	H		CHF	2.245,41	2.245,41		1800000044	Zahlung	20250718		0	0,000	0,00	0,00	E				20250718	1400000035
100	0000103219	3000	2025	1400000036	001	20250721	20250721	20250721	DZ	15	H		CHF	22.288,31	22.288,31		1800000058	Zahlung	20250721		0	0,000	0,00	0,00	E				20250721	1400000036
100	0000103260	3000	2025	1400000037	001	20250728	20250728	20250728	DZ	15	H		CHF	2.010,07	2.010,07		1800000053	Zahlung	20250728		0	0,000	0,00	0,00					20250728	1400000037
100	0000103367	3000	2025	1400000038	001	20250730	20250730	20250730	DZ	15	H		CHF	107.272,12	107.272,12		1800000055	Zahlung	20250730		0	0,000	0,00	0,00	E				20250730	1400000038
100	0000103233	3000	2025	1400000039	001	20250804	20250804	20250804	DZ	15	H		CHF	15.906,10	15.906,10		1800000048	Zahlung	20250804		0	0,000	0,00	0,00	E				20250804	1400000039
100	0000103679	3000	2025	1400000040	001	20250818	20250818	20250818	DZ	15	H		CHF	9.519,96	9.519,96		1800000059	Zahlung	20250818		0	0,000	0,00	0,00	E				20250818	1400000040
100	0000103225	3000	2025	1400000041	001	20250820	20250820	20250820	DZ	15	H		CHF	3.423,78	3.423,78		1800000057	Zahlung	20250820		0	0,000	0,00	0,00	E				20250820	1400000041
100	0000103206	3000	2025	1400000042	001	20250822	20250822	20250822	DZ	15	H		CHF	2.046,97	2.046,97		1800000067	Zahlung	20250822		0	0,000	0,00	0,00	E				20250822	1400000042
100	0000103233	3000	2025	1400000043	001	20250827	20250827	20250827	DZ	15	H		CHF	6.299,00	6.299,00		1800000054	Zahlung	20250827		0	0,000	0,00	0,00	E				20250827	1400000043
100	0000103367	3000	2025	1400000044	001	20250828	20250828	20250828	DZ	15	H		CHF	72.712,25	72.712,25		1800000063	Zahlung	20250828		0	0,000	0,00	0,00	E				20250828	1400000044
100	0000103367	3000	2025	1400000045	001	20250903	20250903	20250903	DZ	15	H		CHF	29.272,97	29.272,97		1800000062	Zahlung	20250903		0	0,000	0,00	0,00	E				20250903	1400000045
100	0000103206	3000	2025	1400000046	001	20250905	20250905	20250905	DZ	15	H		CHF	1.641,17	1.641,17		1800000070	Zahlung	20250905		0	0,000	0,00	0,00	E				20250905	1400000046
100	0000103720	3000	2025	1400000047	001	20250915	20250915	20250915	DZ	15	H		CHF	8.082,29	8.082,29		1800000060	Zahlung	20250915		0	0,000	0,00	0,00	E				20250915	1400000047
100	0000103720	3000	2025	1400000048	001	20250918	20250918	20250918	DZ	15	H		CHF	7.789,55	7.789,55		1800000061	Zahlung	20250918		0	0,000	0,00	0,00	E				20250918	1400000048
100	0000103225	3000	2025	1400000049	001	20250922	20250922	20250922	DZ	15	H		CHF	9.103,94	9.103,94		1800000068	Zahlung	20250922		0	0,000	0,00	0,00	E				20250922	1400000049
100	0000103352	3000	2025	1400000050	001	20251006	20251006	20251006	DZ	15	H		CHF	68.847,64	68.847,64		1800000072	Zahlung	20251006		0	0,000	0,00	0,00	E				20251006	1400000050
100	0000103352	3000	2025	1400000051	001	20251006	20251006	20251006	DZ	15	H		CHF	22.713,58	22.713,58		1800000074	Zahlung	20251006		0	0,000	0,00	0,00	E				20251006	1400000051
100	0000103720	3000	2025	1400000052	001	20251007	20251007	20251007	DZ	15	H		CHF	17.885,62	17.885,62		1800000066	Zahlung	20251007		0	0,000	0,00	0,00	E				20251007	1400000052
100	0000103363	3000	2025	1400000053	001	20251008	20251008	20251008	DZ	15	H		CHF	2.154,74	2.154,74		1800000073	Zahlung	20251008		0	0,000	0,00	0,00	E				20251008	1400000053
100	0000103352	3000	2025	1400000054	001	20251013	20251013	20251013	DZ	15	H		CHF	30.818,53	30.818,53		1800000075	Zahlung	20251013		0	0,000	0,00	0,00	E				20251013	1400000054
100	0000103219	3000	2025	1400000055	001	20251022	20251022	20251022	DZ	15	H		CHF	9.684,06	9.684,06		1800000079	Zahlung	20251022		0	0,000	0,00	0,00	E				20251022	1400000055
100	0000103363	3000	2025	1400000056	001	20251027	20251027	20251027	DZ	15	H		CHF	2.390,80	2.390,80		1800000076	Zahlung	20251027		0	0,000	0,00	0,00	E				20251027	1400000056
100	0000103054	3000	2025	1400000057	001	20251106	20251106	20251106	DZ	15	H		CHF	2.650,77	2.650,77		1800000077	Zahlung	20251106		0	0,000	0,00	0,00	E				20251106	1400000057
100	0000103352	3000	2025	1400000058	001	20251117	20251117	20251117	DZ	15	H		CHF	28.810,98	28.810,98		1800000080	Zahlung	20251117		0	0,000	0,00	0,00	E				20251117	1400000058
100	0000103225	3000	2025	1400000059	001	20251124	20251124	20251124	DZ	15	H		CHF	8.316,90	8.316,90		1800000078	Zahlung	20251124		0	0,000	0,00	0,00	E				20251124	1400000059
100	0000103206	3000	2025	1400000060	001	20251203	20251203	20251203	DZ	15	H		CHF	2.743,94	2.743,94		1800000088	Zahlung	20251203		0	0,000	0,00	0,00	E				20251203	1400000060
100	0000103219	3000	2025	1400000061	001	20251208	20251208	20251208	DZ	15	H		CHF	15.429,02	15.429,02		1800000089	Zahlung	20251208		0	0,000	0,00	0,00	E				20251208	1400000061
100	0000103367	3000	2025	1400000062	001	20251211	20251211	20251211	DZ	15	H		CHF	10.868,28	10.868,28		1800000084	Zahlung	20251211		0	0,000	0,00	0,00	E				20251211	1400000062
100	0000103367	3000	2025	1400000063	001	20251215	20251215	20251215	DZ	15	H		CHF	57.352,62	57.352,62		1800000086	Zahlung	20251215		0	0,000	0,00	0,00	E				20251215	1400000063
100	0000103233	3000	2025	1400000064	001	20251217	20251217	20251217	DZ	15	H		CHF	10.763,64	10.763,64		1800000081	Zahlung	20251217		0	0,000	0,00	0,00	E				20251217	1400000064
100	0000103367	3000	2025	1400000065	001	20251217	20251217	20251217	DZ	15	H		CHF	44.466,96	44.466,96		1800000085	Zahlung	20251217		0	0,000	0,00	0,00	E				20251217	1400000065
100	0000103215	3000	2025	1400000066	001	20251222	20251222	20251222	DZ	15	H		CHF	1.954,18	1.954,18		1800000083	Zahlung	20251222		0	0,000	0,00	0,00	E				20251222	1400000066
100	0000103352	3000	2025	1400000067	001	20251226	20251226	20251226	DZ	15	H		CHF	32.395,74	32.395,74		1800000092	Zahlung	20251226		0	0,000	0,00	0,00	E				20251226	1400000067
100	0000103720	3000	2025	1400000068	001	20251229	20251229	20251229	DZ	15	H		CHF	15.033,68	15.033,68		1800000082	Zahlung	20251229		0	0,000	0,00	0,00	E				20251229	1400000068
100	0000103215	3000	2025	1800000001	001	20250101	20241230	20250101	DR	01	S		CHF	1.421,31	1.421,31	RG-100022	20241230	Rechnung	20241230	ZB03	0	0,000	0,00	0,00	E				20250217	1400000007
100	0000103233	3000	2025	1800000002	001	20250102	20241231	20250102	DR	01	S		CHF	24.463,89	24.463,89	RG-100067	20241231	Rechnung	20241231	ZB04	0	0,000	0,00	0,00	E				20250303	1400000011
100	0000103363	3000	2025	1800000004	001	20250107	20250106	20250107	DR	01	S		CHF	1.441,28	1.441,28	RG-100115	20250106	Rechnung	20250106	ZB03	0	0,000	0,00	0,00	E				20250203	1400000005
100	0000103679	3000	2025	1800000006	001	20250108	20250106	20250108	DR	01	S		CHF	8.283,27	8.283,27	RG-100162	20250106	Rechnung	20250106	ZB02	14	2,000	8.283,27	0,00	E				20250206	1400000006
100	0000103233	3000	2025	1800000007	001	20250110	20250109	20250110	DR	01	S		CHF	9.153,62	9.153,62	RG-100060	20250109	Rechnung	20250109	ZB04	0	0,000	0,00	0,00	E				20250305	1400000012
100	0000103233	3000	2025	1800000008	001	20250128	20250127	20250128	DR	01	S		CHF	14.315,33	14.315,33	RG-100059	20250127	Rechnung	20250127	ZB04	0	0,000	0,00	0,00	E				20250328	1400000017
100	0000103233	3000	2025	1800000010	001	20250129	20250127	20250129	DR	01	S		CHF	20.164,93	20.164,93	RG-100071	20250127	Rechnung	20250127	ZB04	0	0,000	0,00	0,00	E				20250324	1400000016
100	0000103367	3000	2025	1800000012	001	20250130	20250127	20250130	DR	01	S		CHF	107.587,60	107.587,60	RG-100131	20250127	Rechnung	20250127	ZB03	0	0,000	0,00	0,00	E				20250221	1400000008
100	0000103679	3000	2025	1800000015	001	20250204	20250203	20250204	DR	01	S		CHF	22.252,00	22.252,00	RG-100153	20250203	Rechnung	20250203	ZB02	14	2,000	22.252,00	0,00	E				20250310	1400000013
100	0000103225	3000	2025	1800000017	001	20250207	20250206	20250207	DR	01	S		CHF	4.633,61	4.633,61	RG-100045	20250206	Rechnung	20250206	ZB03	0	0,000	0,00	0,00	E				20250319	1400000015
100	0000103225	3000	2025	1800000018	001	20250213	20250211	20250213	DR	01	S		CHF	10.429,05	10.429,05	RG-100043	20250211	Rechnung	20250211	ZB03	0	0,000	0,00	0,00	E				20250414	1400000018
100	0000103219	3000	2025	1800000019	001	20250218	20250217	20250218	DR	01	S		CHF	9.276,53	9.276,53	RG-100038	20250217	Rechnung	20250217	ZB02	14	2,000	9.276,53	185,53	E				20250228	1400000009
100	0000103352	3000	2025	1800000021	001	20250219	20250217	20250219	DR	01	S		CHF	91.254,26	91.254,26	RG-100090	20250217	Rechnung	20250217	ZB03	0	0,000	0,00	0,00	E				20250317	1400000014
100	0000103219	3000	2025	1800000022	001	20250220	20250217	20250220	DR	01	S		CHF	18.022,29	18.022,29	RG-100029	20250217	Rechnung	20250217	ZB02	14	2,000	18.022,29	360,45	E				20250303	1400000010
100	0000103225	3000	2025	1800000024	001	20250304	20250303	20250304	DR	01	S		CHF	12.066,24	12.066,24	RG-100042	20250303	Rechnung	20250303	ZB03	0	0,000	0,00	0,00	E				20250414	1400000019
100	0000103367	3000	2025	1800000029	001	20250318	20250317	20250318	DR	01	S		CHF	92.168,60	92.168,60	RG-100143	20250317	Rechnung	20250317	ZB03	0	0,000	0,00	0,00	E				20250414	1400000020
100	0000103367	3000	2025	1800000031	001	20250328	20250328	20250328	DR	01	S		CHF	63.459,38	63.459,38	RG-100128	20250328	Rechnung	20250328	ZB03	0	0,000	0,00	0,00	E				20250428	1400000022
100	0000103225	3000	2025	1800000032	001	20250331	20250328	20250331	DR	01	S		CHF	8.301,70	8.301,70	RG-100041	20250328	Rechnung	20250328	ZB03	0	0,000	0,00	0,00	E				20250515	1400000026
100	0000103352	3000	2025	1800000034	001	20250415	20250414	20250415	DR	01	S		CHF	6.757,74	6.757,74	RG-100099	20250414	Rechnung	20250414	ZB03	0	0,000	0,00	0,00	E				20250512	1400000025
100	0000103219	3000	2025	1800000036	001	20250418	20250417	20250418	DR	01	S		CHF	6.945,54	6.945,54	RG-100036	20250417	Rechnung	20250417	ZB02	14	2,000	6.945,54	138,91	E				20250428	1400000021
100	0000103219	3000	2025	1800000037	001	20250428	20250423	20250428	DR	01	S		CHF	18.596,30	18.596,30	RG-100035	20250423	Rechnung	20250423	ZB02	14	2,000	18.596,30	371,93	E				20250507	1400000023
100	0000103219	3000	2025	1800000038	001	20250501	20250428	20250501	DR	01	S		CHF	22.879,19	22.879,19	RG-100034	20250428	Rechnung	20250428	ZB02	14	2,000	22.879,19	457,58	E				20250509	1400000024
100	0000103679	3000	2025	1800000039	001	20250501	20250429	20250501	DR	01	S		CHF	9.263,69	9.263,69	RG-100160	20250429	Rechnung	20250429	ZB02	14	2,000	9.263,69	0,00	E				20250602	1400000029
100	0000103260	3000	2025	1800000040	001	20250505	20250505	20250505	DR	01	S		CHF	702,63	702,63	RG-100080	20250505	Rechnung	20250505	ZB00	0	0,000	0,00	0,00					20250602	1400000028
100	0000103219	3000	2025	1800000042	001	20250519	20250514	20250519	DR	01	S		CHF	5.645,01	5.645,01	RG-100028	20250514	Rechnung	20250514	ZB02	14	2,000	5.645,01	112,90	E				20250528	1400000027
100	0000103367	3000	2025	1800000043	001	20250519	20250514	20250519	DR	01	S		CHF	21.468,59	21.468,59	RG-100138	20250514	Rechnung	20250514	ZB03	0	0,000	0,00	0,00	E				20250612	1400000031
100	0000103720	3000	2025	1800000044	001	20250521	20250519	20250521	DR	01	S		CHF	2.245,41	2.245,41	RG-100173	20250519	Rechnung	20250519	ZB04	0	0,000	0,00	0,00	E				20250718	1400000035
100	0000103352	3000	2025	1800000045	001	20250522	20250520	20250522	DR	01	S		CHF	69.759,72	69.759,72	RG-100101	20250520	Rechnung	20250520	ZB03	0	0,000	0,00	0,00	E				20250619	1400000032
100	0000103367	3000	2025	1800000046	001	20250522	20250520	20250522	DR	01	S		CHF	78.101,70	78.101,70	RG-100130	20250520	Rechnung	20250520	ZB03	0	0,000	0,00	0,00	E				20250620	1400000033
100	0000103206	3000	2025	1800000047	001	20250529	20250526	20250529	DR	01	S		CHF	1.152,81	1.152,81	RG-100010	20250526	Rechnung	20250526	ZB01	10	3,000	1.152,81	34,58	E				20250603	1400000030
100	0000103233	3000	2025	1800000048	001	20250604	20250602	20250604	DR	01	S		CHF	15.906,10	15.906,10	RG-100061	20250602	Rechnung	20250602	ZB04	0	0,000	0,00	0,00	E				20250804	1400000039
100	0000103219	3000	2025	1800000052	001	20250627	20250624	20250627	DR	01	S		CHF	22.823,39	22.823,39	RG-100025	20250624	Rechnung	20250624	ZB02	14	2,000	22.823,39	456,47	E				20250707	1400000034
100	0000103260	3000	2025	1800000053	001	20250630	20250627	20250630	DR	01	S		CHF	2.010,07	2.010,07	RG-100079	20250627	Rechnung	20250627	ZB00	0	0,000	0,00	0,00					20250728	1400000037
100	0000103233	3000	2025	1800000054	001	20250701	20250701	20250701	DR	01	S		CHF	6.299,00	6.299,00	RG-100062	20250701	Rechnung	20250701	ZB04	0	0,000	0,00	0,00	E				20250827	1400000043
100	0000103367	3000	2025	1800000055	001	20250701	20250630	20250701	DR	01	S		CHF	107.272,12	107.272,12	RG-100126	20250630	Rechnung	20250630	ZB03	0	0,000	0,00	0,00	E				20250730	1400000038
100	0000103225	3000	2025	1800000057	001	20250708	20250707	20250708	DR	01	S		CHF	3.423,78	3.423,78	RG-100056	20250707	Rechnung	20250707	ZB03	0	0,000	0,00	0,00	E				20250820	1400000041
