MANDT	LIFNR	BUKRS	GJAHR	BELNR	BUZEI	BUDAT	BLDAT	CPUDT	BLART	BSCHL	SHKZG	UMSKZ	WAERS	WRBTR	DMBTR	XBLNR	ZUONR	SGTXT	ZFBDT	ZTERM	ZBD1T	ZBD1P	SKFBT	SKNTO	ZLSCH	ZLSPR	REBZG	EBELN	HKONT	AUGDT	AUGBL
100	0000202174	3000	2024	1900000006	001	20240923	20240923	20240923	KR	31	H		CHF	2.367,85	2.367,85	RE-100005	20240923	Rechnung	20240923	ZB01	10	3,000	2.367,85	0,00	U					20241021	1500000001
100	0000202636	3000	2024	1900000007	001	20240925	20240923	20240925	KR	31	H		CHF	562,02	562,02	RE-100062	20240923	Rechnung	20240923	ZB04	0	0,000	0,00	0,00	U					20241122	1500000007
100	0000202588	3000	2024	1900000008	001	20241014	20241010	20241014	KR	31	H		CHF	9.749,16	9.749,16	RE-100042	20241010	Rechnung	20241010	ZB01	10	3,000	9.749,16	0,00	U					20241021	1500000002
100	0000202588	3000	2024	1900000010	001	20241104	20241030	20241104	KR	31	H		CHF	82.635,72	82.635,72	RE-100052	20241030	Rechnung	20241030	ZB01	10	3,000	82.635,72	2.479,07	U					20241106	1500000005
100	0000202588	3000	2025	1500000001	001	20250110	20250110	20250110	KZ	25	S		CHF	97.577,08	97.577,08		1900000001	Zahlung	20250110		0	0,000	0,00	0,00	U					20250110	1500000001
100	0000202174	3000	2025	1500000002	001	20250210	20250210	20250210	KZ	25	S		CHF	2.200,90	2.200,90		1900000004	Zahlung	20250210		0	0,000	0,00	0,00	U					20250210	1500000002
100	0000202588	3000	2025	1500000003	001	20250312	20250312	20250312	KZ	25	S		CHF	108.356,49	108.356,49		1900000008	Zahlung	20250312		0	0,000	0,00	0,00	U					20250312	1500000003
100	0000202646	3000	2025	1500000004	001	20250312	20250312	20250312	KZ	25	S		CHF	1.030,97	1.030,97		1900000003	Zahlung	20250312		0	0,000	0,00	0,00	U					20250312	1500000004
100	0000202174	3000	2025	1500000005	001	20250317	20250317	20250317	KZ	25	S		CHF	1.000,37	1.000,37		1900000006	Zahlung	20250317		0	0,000	0,00	0,00	U					20250317	1500000005
100	0000202590	3000	2025	1500000006	001	20250402	20250402	20250402	KZ	25	S		CHF	302,01	302,01		1900000010	Zahlung	20250402		0	0,000	0,00	0,00	U					20250402	1500000006
100	0000202511	3000	2025	1500000007	001	20250421	20250421	20250421	KZ	25	S		CHF	1.283,55	1.283,55		1900000007	Zahlung	20250421		0	0,000	0,00	0,00	U					20250421	1500000007
100	0000202590	3000	2025	1500000008	001	20250513	20250513	20250513	KZ	25	S		CHF	1.464,21	1.464,21		1900000014	Zahlung	20250513		0	0,000	0,00	0,00	U					20250513	1500000008
100	0000202280	3000	2025	1500000009	001	20250602	20250602	20250602	KZ	25	S		CHF	8.620,28	8.620,28		1900000011	Zahlung	20250602		0	0,000	0,00	0,00	U					20250602	1500000009
100	0000202588	3000	2025	1500000010	001	20250620	20250620	20250620	KZ	25	S		CHF	19.534,00	19.534,00		1900000019	Zahlung	20250620		0	0,000	0,00	0,00	U					20250620	1500000010
100	0000202280	3000	2025	1500000011	001	20250626	20250626	20250626	KZ	25	S		CHF	2.194,44	2.194,44		1900000012	Zahlung	20250626		0	0,000	0,00	0,00	U					20250626	1500000011
100	0000202280	3000	2025	1500000012	001	20250722	20250722	20250722	KZ	25	S		CHF	22.196,51	22.196,51		1900000015	Zahlung	20250722		0	0,000	0,00	0,00	U					20250722	1500000012
100	0000202174	3000	2025	1500000013	001	20250723	20250723	20250723	KZ	25	S		CHF	2.080,39	2.080,39		1900000021	Zahlung	20250723		0	0,000	0,00	0,00	U					20250723	1500000013
100	0000202636	3000	2025	1500000014	001	20250728	20250728	20250728	KZ	25	S		CHF	2.196,27	2.196,27		1900000017	Zahlung	20250728		0	0,000	0,00	0,00	U					20250728	1500000014
100	0000202174	3000	2025	1500000015	001	20250808	20250808	20250808	KZ	25	S		CHF	1.158,16	1.158,16		1900000022	Zahlung	20250808		0	0,000	0,00	0,00	U					20250808	1500000015
100	0000202280	3000	2025	1500000016	001	20250811	20250811	20250811	KZ	25	S		CHF	8.188,82	8.188,82		1900000018	Zahlung	20250811		0	0,000	0,00	0,00	U					20250811	1500000016
100	0000202588	3000	2025	1500000017	001	20250918	20250918	20250918	KZ	25	S		CHF	89.466,13	89.466,13		1900000026	Zahlung	20250918		0	0,000	0,00	0,00	U					20250918	1500000017
100	0000202590	3000	2025	1500000018	001	20251007	20251007	20251007	KZ	25	S		CHF	1.316,03	1.316,03		1900000029	Zahlung	20251007		0	0,000	0,00	0,00	U					20251007	1500000018
100	0000202588	3000	2025	1500000019	001	20251020	20251020	20251020	KZ	25	S		CHF	103.627,18	103.627,18		1900000030	Zahlung	20251020		0	0,000	0,00	0,00	U					20251020	1500000019
100	0000202588	3000	2025	1500000020	001	20251105	20251105	20251105	KZ	25	S		CHF	48.569,09	48.569,09		1900000033	Zahlung	20251105		0	0,000	0,00	0,00	U					20251105	1500000020
100	0000202280	3000	2025	1500000021	001	20251127	20251127	20251127	KZ	25	S		CHF	22.123,11	22.123,11		1900000028	Zahlung	20251127		0	0,000	0,00	0,00	U					20251127	1500000021
100	0000202588	3000	2025	1500000022	001	20251201	20251201	20251201	KZ	25	S		CHF	90.472,34	90.472,34		1900000034	Zahlung	20251201		0	0,000	0,00	0,00	U					20251201	1500000022
100	0000202636	3000	2025	1500000023	001	20251209	20251209	20251209	KZ	25	S		CHF	730,00	730,00		1900000032	Zahlung	20251209		0	0,000	0,00	0,00	U					20251209	1500000023
100	0000202590	3000	2025	1500000024	001	20251211	20251211	20251211	KZ	25	S		CHF	2.866,25	2.866,25		1900000035	Zahlung	20251211		0	0,000	0,00	0,00	U					20251211	1500000024
100	0000202588	3000	2025	1500000025	001	20251215	20251215	20251215	KZ	25	S		CHF	58.544,84	58.544,84		1900000036	Zahlung	20251215		0	0,000	0,00	0,00	U					20251215	1500000025
100	0000202588	3000	2025	1500000026	001	20251225	20251225	20251225	KZ	25	S		CHF	73.562,51	73.562,51		1900000037	Zahlung	20251225		0	0,000	0,00	0,00	U					20251225	1500000026
100	0000202588	3000	2025	1900000001	001	20250103	20250102	20250103	KR	31	H		CHF	100.594,93	100.594,93	RE-100047	20250102	Rechnung	20250102	ZB01	10	3,000	100.594,93	3.017,85	U					20250110	1500000001
100	0000202646	3000	2025	1900000003	001	20250106	20250103	20250106	KR	31	H		CHF	1.030,97	1.030,97	RE-100070	20250103	Rechnung	20250103	ZB04	0	0,000	0,00	0,00	U					20250312	1500000004
100	0000202174	3000	2025	1900000004	001	20250108	20250106	20250108	KR	31	H		CHF	2.200,90	2.200,90	RE-100001	20250106	Rechnung	20250106	ZB01	10	3,000	2.200,90	0,00	U					20250210	1500000002
100	0000202174	3000	2025	1900000006	001	20250213	20250213	20250213	KR	31	H		CHF	1.000,37	1.000,37	RE-100002	20250213	Rechnung	20250213	ZB01	10	3,000	1.000,37	0,00	U					20250317	1500000005
100	0000202511	3000	2025	1900000007	001	20250221	20250221	20250221	KR	31	H		CHF	1.283,55	1.283,55	RE-100027	20250221	Rechnung	20250221	ZB01	10	3,000	1.283,55	0,00	U					20250421	1500000007
100	0000202588	3000	2025	1900000008	001	20250310	20250305	20250310	KR	31	H		CHF	111.707,72	111.707,72	RE-100050	20250305	Rechnung	20250305	ZB01	10	3,000	111.707,72	3.351,23	U					20250312	1500000003
100	0000202590	3000	2025	1900000010	001	20250402	20250401	20250402	KR	31	H		CHF	302,01	302,01	RE-100057	20250401	Rechnung	20250401	ZB00	0	0,000	0,00	0,00	U					20250402	1500000006
100	0000202280	3000	2025	1900000011	001	20250414	20250410	20250414	KR	31	H		CHF	8.620,28	8.620,28	RE-100021	20250410	Rechnung	20250410	ZB04	0	0,000	0,00	0,00	U					20250602	1500000009
100	0000202280	3000	2025	1900000012	001	20250424	20250424	20250424	KR	31	H		CHF	2.194,44	2.194,44	RE-100017	20250424	Rechnung	20250424	ZB04	0	0,000	0,00	0,00	U					20250626	1500000011
100	0000202590	3000	2025	1900000014	001	20250513	20250512	20250513	KR	31	H		CHF	1.464,21	1.464,21	RE-100056	20250512	Rechnung	20250512	ZB00	0	0,000	0,00	0,00	U					20250513	1500000008
100	0000202280	3000	2025	1900000015	001	20250526	20250526	20250526	KR	31	H		CHF	22.196,51	22.196,51	RE-100009	20250526	Rechnung	20250526	ZB04	0	0,000	0,00	0,00	U					20250722	1500000012
100	0000202636	3000	2025	1900000017	001	20250528	20250526	20250528	KR	31	H		CHF	2.196,27	2.196,27	RE-100064	20250526	Rechnung	20250526	ZB04	0	0,000	0,00	0,00	U					20250728	1500000014
100	0000202280	3000	2025	1900000018	001	20250611	20250609	20250611	KR	31	H		CHF	8.188,82	8.188,82	RE-100012	20250609	Rechnung	20250609	ZB04	0	0,000	0,00	0,00	U					20250811	1500000016
100	0000202588	3000	2025	1900000019	001	20250613	20250610	20250613	KR	31	H		CHF	20.138,14	20.138,14	RE-100035	20250610	Rechnung	20250610	ZB01	10	3,000	20.138,14	604,14	U					20250620	1500000010
100	0000202174	3000	2025	1900000021	001	20250623	20250623	20250623	KR	31	H		CHF	2.080,39	2.080,39	RE-100006	20250623	Rechnung	20250623	ZB01	10	3,000	2.080,39	0,00	U					20250723	1500000013
100	0000202174	3000	2025	1900000022	001	20250711	20250710	20250711	KR	31	H		CHF	1.158,16	1.158,16	RE-100007	20250710	Rechnung	20250710	ZB01	10	3,000	1.158,16	0,00	U					20250808	1500000015
100	0000202588	3000	2025	1900000026	001	20250910	20250908	20250910	KR	31	H		CHF	92.233,12	92.233,12	RE-100034	20250908	Rechnung	20250908	ZB01	10	3,000	92.233,12	2.766,99	U					20250918	1500000017
100	0000202280	3000	2025	1900000028	001	20251003	20250930	20251003	KR	31	H		CHF	22.123,11	22.123,11	RE-100011	20250930	Rechnung	20250930	ZB04	0	0,000	0,00	0,00	U					20251127	1500000021
100	0000202590	3000	2025	1900000029	001	20251006	20251006	20251006	KR	31	H		CHF	1.316,03	1.316,03	RE-100059	20251006	Rechnung	20251006	ZB00	0	0,000	0,00	0,00	U					20251007	1500000018
100	0000202588	3000	2025	1900000030	001	20251013	20251010	20251013	KR	31	H		CHF	106.832,14	106.832,14	RE-100045	20251010	Rechnung	20251010	ZB01	10	3,000	106.832,14	3.204,96	U					20251020	1500000019
100	0000202636	3000	2025	1900000032	001	20251016	20251015	20251016	KR	31	H		CHF	730,00	730,00	RE-100063	20251015	Rechnung	20251015	ZB04	0	0,000	0,00	0,00	U					20251209	1500000023
100	0000202588	3000	2025	1900000033	001	20251030	20251027	20251030	KR	31	H		CHF	50.071,23	50.071,23	RE-100043	20251027	Rechnung	20251027	ZB01	10	3,000	50.071,23	1.502,14	U					20251105	1500000020
100	0000202588	3000	2025	1900000034	001	20251127	20251124	20251127	KR	31	H		CHF	93.270,45	93.270,45	RE-100054	20251124	Rechnung	20251124	ZB01	10	3,000	93.270,45	2.798,11	U					20251201	1500000022
100	0000202590	3000	2025	1900000035	001	20251209	20251208	20251209	KR	31	H		CHF	2.866,25	2.866,25	RE-100055	20251208	Rechnung	20251208	ZB00	0	0,000	0,00	0,00	U					20251211	1500000024
100	0000202588	3000	2025	1900000036	001	20251211	20251208	20251211	KR	31	H		CHF	60.355,51	60.355,51	RE-100032	20251208	Rechnung	20251208	ZB01	10	3,000	60.355,51	1.810,67	U					20251215	1500000025
100	0000202588	3000	2025	1900000037	001	20251219	20251217	20251219	KR	31	H		CHF	75.837,64	75.837,64	RE-100039	20251217	Rechnung	20251217	ZB01	10	3,000	75.837,64	2.275,13	U					20251225	1500000026
100	0000202588	3000	2026	1500000001	001	20260123	20260123	20260123	KZ	25	S		CHF	48.477,20	48.477,20		1900000002	Zahlung	20260123		0	0,000	0,00	0,00	U					20260123	1500000001
100	0000202588	3000	2026	1500000002	001	20260206	20260206	20260206	KZ	25	S		CHF	62.663,70	62.663,70		1900000003	Zahlung	20260206		0	0,000	0,00	0,00	U					20260206	1500000002
100	0000202588	3000	2026	1500000003	001	20260209	20260209	20260209	KZ	25	S		CHF	47.951,63	47.951,63		1900000004	Zahlung	20260209		0	0,000	0,00	0,00	U					20260209	1500000003
100	0000202280	3000	2026	1500000004	001	20260303	20260303	20260303	KZ	25	S		CHF	23.729,85	23.729,85		1900000001	Zahlung	20260303		0	0,000	0,00	0,00	U					20260303	1500000004
100	0000202646	3000	2026	1500000005	001	20260423	20260423	20260423	KZ	25	S		CHF	1.982,05	1.982,05		1900000006	Zahlung	20260423		0	0,000	0,00	0,00	U					20260423	1500000005
100	0000202280	3000	2026	1500000006	001	20260504	20260504	20260504	KZ	25	S		CHF	14.066,14	14.066,14		1900000007	Zahlung	20260504		0	0,000	0,00	0,00	U					20260504	1500000006
100	0000202588	3000	2026	1500000007	001	20260505	20260505	20260505	KZ	25	S		CHF	23.229,67	23.229,67		1900000013	Zahlung	20260505		0	0,000	0,00	0,00	U					20260505	1500000007
100	0000202588	3000	2026	1500000008	001	20260525	20260525	20260525	KZ	25	S		CHF	52.363,87	52.363,87		1900000015	Zahlung	20260525		0	0,000	0,00	0,00	U					20260525	1500000008
100	0000202588	3000	2026	1500000009	001	20260623	20260623	20260623	KZ	25	S		CHF	29.157,73	29.157,73		1900000017	Zahlung	20260623		0	0,000	0,00	0,00	U					20260623	1500000009
100	0000202590	3000	2026	1500000010	001	20260714	20260714	20260714	KZ	25	S		CHF	855,07	855,07		1900000019	Zahlung	20260714		0	0,000	0,00	0,00	U					20260714	1500000010
100	0000202590	3000	2026	1500000011	001	20260728	20260728	20260728	KZ	25	S		CHF	1.881,98	1.881,98		1900000022	Zahlung	20260728		0	0,000	0,00	0,00	U					20260728	1500000011
100	0000202782	3000	2026	1500000012	001	20260728	20260728	20260728	KZ	25	S		CHF	327,65	327,65		1900000020	Zahlung	20260728		0	0,000	0,00	0,00	U					20260728	1500000012
100	0000202174	3000	2026	1500000013	001	20260818	20260818	20260818	KZ	25	S		CHF	2.482,96	2.482,96		1900000021	Zahlung	20260818		0	0,000	0,00	0,00	U					20260818	1500000013
100	0000202280	3000	2026	1500000014	001	20260824	20260824	20260824	KZ	25	S		CHF	9.363,50	9.363,50		1900000018	Zahlung	20260824		0	0,000	0,00	0,00	U					20260824	1500000014
100	0000202280	3000	2026	1900000001	001	20260105	20260102	20260105	KR	31	H		CHF	23.729,85	23.729,85	RE-100019	20260102	Rechnung	20260102	ZB04	0	0,000	0,00	0,00	U					20260303	1500000004
100	0000202588	3000	2026	1900000002	001	20260119	20260115	20260119	KR	31	H		CHF	49.976,50	49.976,50	RE-100049	20260115	Rechnung	20260115	ZB01	10	3,000	49.976,50	1.499,30	U					20260123	1500000001
100	0000202588	3000	2026	1900000003	001	20260129	20260129	20260129	KR	31	H		CHF	64.601,75	64.601,75	RE-100051	20260129	Rechnung	20260129	ZB01	10	3,000	64.601,75	1.938,05	U					20260206	1500000002
100	0000202588	3000	2026	1900000004	001	20260204	20260202	20260204	KR	31	H		CHF	49.434,67	49.434,67	RE-100031	20260202	Rechnung	20260202	ZB01	10	3,000	49.434,67	1.483,04	U					20260209	1500000003
100	0000202646	3000	2026	1900000006	001	20260224	20260223	20260224	KR	31	H		CHF	1.982,05	1.982,05	RE-100072	20260223	Rechnung	20260223	ZB04	0	0,000	0,00	0,00	U					20260423	1500000005
100	0000202280	3000	2026	1900000007	001	20260304	20260302	20260304	KR	31	H		CHF	14.066,14	14.066,14	RE-100016	20260302	Rechnung	20260302	ZB04	0	0,000	0,00	0,00	U					20260504	1500000006
100	0000202588	3000	2026	1900000013	001	20260427	20260427	20260427	KR	31	H		CHF	23.948,11	23.948,11	RE-100040	20260427	Rechnung	20260427	ZB01	10	3,000	23.948,11	718,44	U					20260505	1500000007
100	0000202588	3000	2026	1900000015	001	20260518	20260515	20260518	KR	31	H		CHF	53.983,37	53.983,37	RE-100046	20260515	Rechnung	20260515	ZB01	10	3,000	53.983,37	1.619,50	U					20260525	1500000008
100	0000202588	3000	2026	1900000017	001	20260616	20260615	20260616	KR	31	H		CHF	30.059,52	30.059,52	RE-100048	20260615	Rechnung	20260615	ZB01	10	3,000	30.059,52	901,79	U					20260623	1500000009
100	0000202280	3000	2026	1900000018	001	20260629	20260625	20260629	KR	31	H		CHF	9.363,50	9.363,50	RE-100008	20260625	Rechnung	20260625	ZB04	0	0,000	0,00	0,00	U					20260824	1500000014
100	0000202590	3000	2026	1900000019	001	20260715	20260713	20260715	KR	31	H		CHF	855,07	855,07	RE-100061	20260713	Rechnung	20260713	ZB00	0	0,000	0,00	0,00	U					20260714	1500000010
100	0000202782	3000	2026	1900000020	001	20260716	20260714	20260716	KR	31	H		CHF	334,34	334,34	RE-100075	20260714	Rechnung	20260714	ZB02	14	2,000	334,34	6,69	U					20260728	1500000012
100	0000202174	3000	2026	1900000021	001	20260717	20260717	20260717	KR	31	H		CHF	2.482,96	2.482,96	RE-100004	20260717	Rechnung	20260717	ZB01	10	3,000	2.482,96	0,00	U					20260818	1500000013
100	0000202590	3000	2026	1900000022	001	20260727	20260727	20260727	KR	31	H		CHF	1.881,98	1.881,98	RE-100060	20260727	Rechnung	20260727	ZB00	0	0,000	0,00	0,00	U					20260728	1500000011
