MANDT	LIFNR	BUKRS	GJAHR	BELNR	BUZEI	BUDAT	BLDAT	CPUDT	BLART	BSCHL	SHKZG	UMSKZ	WAERS	WRBTR	DMBTR	XBLNR	ZUONR	SGTXT	ZFBDT	ZTERM	ZBD1T	ZBD1P	SKFBT	SKNTO	ZLSCH	ZLSPR	REBZG	EBELN	HKONT	AUGDT	AUGBL
100	0000200238	1000	2024	1900000097	001	20240911	20240909	20240911	KR	31	H		EUR	1.718,17	1.718,17	RE-101406	20240909	Rechnung	20240909	ZB02	14	2,000	1.718,17	0,00	U					00000000	
100	0000200937	1000	2024	1900000099	001	20240911	20240909	20240911	KR	31	H		EUR	1.768,13	1.768,13	RE-105369	20240909	Rechnung	20240909	ZB02	14	2,000	1.768,13	0,00	U					00000000	
100	0000201445	1000	2024	1900000105	001	20240911	20240911	20240911	KR	31	H		EUR	4.908,45	4.908,45	RE-108382	20240911	Rechnung	20240911	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201566	1000	2024	1900000107	001	20240911	20240910	20240911	KR	31	H		EUR	55.670,18	55.670,18	RE-109122	20240910	Rechnung	20240910	ZB02	14	2,000	55.670,18	0,00	S					00000000	
100	0000201566	1000	2024	1900000108	001	20240911	20240909	20240911	KR	31	H		EUR	91.836,35	91.836,35	RE-109125	20240909	Rechnung	20240909	ZB02	14	2,000	91.836,35	0,00	S					00000000	
100	0000201941	1000	2024	1900000110	001	20240911	20240909	20240911	KR	31	H		EUR	996,36	996,36	RE-111396	20240909	Rechnung	20240909	ZB02	14	2,000	996,36	0,00	U					00000000	
100	0000201973	1000	2024	1900000112	001	20240911	20240909	20240911	KR	31	H		EUR	2.056,38	2.056,38	RE-111623	20240909	Rechnung	20240909	ZB02	14	2,000	2.056,38	0,00	U					00000000	
100	0000200021	1000	2024	1900000113	001	20240912	20240912	20240912	KR	31	H		EUR	98.185,63	98.185,63	RE-100188	20240912	Rechnung	20240912	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200235	1000	2024	1900000115	001	20240912	20240909	20240912	KR	31	H		EUR	12.323,67	12.323,67	RE-101371	20240909	Rechnung	20240909	ZB02	14	2,000	12.323,67	0,00	U					00000000	
100	0000200880	1000	2024	1900000120	001	20240912	20240912	20240912	KR	31	H		EUR	53.900,20	53.900,20	RE-105120	20240912	Rechnung	20240912	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201300	1000	2024	1900000122	001	20240912	20240909	20240912	KR	31	H		EUR	96.120,59	96.120,59	RE-107541	20240909	Rechnung	20240909	ZB02	14	2,000	96.120,59	0,00	U					00000000	
100	0000201794	1000	2024	1900000126	001	20240912	20240912	20240912	KR	31	H		EUR	12.805,35	12.805,35	RE-110567	20240912	Rechnung	20240912	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201891	1000	2024	1900000127	001	20240912	20240909	20240912	KR	31	H		EUR	9.016,31	9.016,31	RE-111069	20240909	Rechnung	20240909	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200824	1000	2024	1900000132	001	20240913	20240912	20240913	KR	31	H		EUR	21.645,01	21.645,01	RE-104805	20240912	Rechnung	20240912	ZB02	14	2,000	21.645,01	0,00	U					00000000	
100	0000200446	1000	2024	1900000148	001	20240916	20240916	20240916	KR	31	H		EUR	24.135,60	24.135,60	RE-102612	20240916	Rechnung	20240916	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200702	1000	2024	1900000152	001	20240916	20240916	20240916	KR	31	H		EUR	1.140,17	1.140,17	RE-104072	20240916	Rechnung	20240916	ZB02	14	2,000	1.140,17	0,00	U					00000000	
100	0000200853	1000	2024	1900000158	001	20240916	20240916	20240916	KR	31	H		EUR	28.512,70	28.512,70	RE-104987	20240916	Rechnung	20240916	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201214	1000	2024	1900000163	001	20240916	20240911	20240916	KR	31	H		EUR	44.681,33	44.681,33	RE-106935	20240911	Rechnung	20240911	ZB01	10	3,000	44.681,33	0,00	U					00000000	
100	0000201566	1000	2024	1900000168	001	20240916	20240912	20240916	KR	31	H		EUR	108.197,95	108.197,95	RE-109114	20240912	Rechnung	20240912	ZB02	14	2,000	108.197,95	0,00	S					00000000	
100	0000201607	1000	2024	1900000169	001	20240916	20240916	20240916	KR	31	H		EUR	784,74	784,74	RE-109367	20240916	Rechnung	20240916	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000201908	1000	2024	1900000172	001	20240916	20240912	20240916	KR	31	H		EUR	2.684,66	2.684,66	RE-111158	20240912	Rechnung	20240912	ZB01	10	3,000	2.684,66	0,00	U					00000000	
100	0000201077	1000	2024	1900000181	001	20240917	20240916	20240917	KR	31	H		EUR	2.734,33	2.734,33	RE-106224	20240916	Rechnung	20240916	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201646	1000	2024	1900000185	001	20240917	20240916	20240917	KR	31	H		EUR	7.900,04	7.900,04	RE-109603	20240916	Rechnung	20240916	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200143	1000	2024	1900000186	001	20240918	20240916	20240918	KR	31	H		EUR	1.760,02	1.760,02	RE-100863	20240916	Rechnung	20240916	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201022	1000	2024	1900000192	001	20240918	20240918	20240918	KR	31	H		EUR	607,44	607,44	RE-105892	20240918	Rechnung	20240918	ZB02	14	2,000	607,44	0,00	U					00000000	
100	0000201627	1000	2024	1900000197	001	20240918	20240917	20240918	KR	31	H		EUR	7.019,31	7.019,31	RE-109487	20240917	Rechnung	20240917	ZB02	14	2,000	7.019,31	0,00	U					00000000	
100	0000200010	1000	2024	1900000200	001	20240919	20240916	20240919	KR	31	H		EUR	22.831,94	22.831,94	RE-100124	20240916	Rechnung	20240916	ZB02	14	2,000	22.831,94	0,00	U					00000000	
100	0000200068	1000	2024	1900000201	001	20240919	20240916	20240919	KR	31	H		EUR	712,49	712,49	RE-100450	20240916	Rechnung	20240916	ZB02	14	2,000	712,49	0,00	U					00000000	
100	0000200193	1000	2024	1900000203	001	20240919	20240916	20240919	KR	31	H		EUR	11.854,64	11.854,64	RE-101157	20240916	Rechnung	20240916	ZB02	14	2,000	11.854,64	0,00	U					00000000	
100	0000200382	1000	2024	1900000205	001	20240919	20240918	20240919	KR	31	H		EUR	15.836,55	15.836,55	RE-102206	20240918	Rechnung	20240918	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000201537	1000	2024	1900000215	001	20240919	20240917	20240919	KR	31	H		EUR	2.672,45	2.672,45	RE-108926	20240917	Rechnung	20240917	ZB01	10	3,000	2.672,45	0,00	U					00000000	
100	0000200339	1000	2024	1900000218	001	20240920	20240919	20240920	KR	31	H		EUR	21.253,63	21.253,63	RE-102007	20240919	Rechnung	20240919	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200483	1000	2024	1900000219	001	20240920	20240917	20240920	KR	31	H		EUR	3.493,19	3.493,19	RE-102818	20240917	Rechnung	20240917	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000201096	1000	2024	1900000226	001	20240920	20240918	20240920	KR	31	H		EUR	66.714,60	66.714,60	RE-106325	20240918	Rechnung	20240918	ZB01	10	3,000	66.714,60	0,00	U					00000000	
100	0000201390	1000	2024	1900000230	001	20240920	20240918	20240920	KR	31	H		EUR	4.634,86	4.634,86	RE-108089	20240918	Rechnung	20240918	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000200197	1000	2024	1900000235	001	20240923	20240919	20240923	KR	31	H		EUR	627,87	627,87	RE-101178	20240919	Rechnung	20240919	ZB01	10	3,000	627,87	0,00	U					00000000	
100	0000200422	1000	2024	1900000237	001	20240923	20240919	20240923	KR	31	H		EUR	1.574,94	1.574,94	RE-102450	20240919	Rechnung	20240919	ZB02	14	2,000	1.574,94	0,00	U					00000000	
100	0000200559	1000	2024	1900000239	001	20240923	20240923	20240923	KR	31	H		EUR	2.149,83	2.149,83	RE-103233	20240923	Rechnung	20240923	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200619	1000	2024	1900000241	001	20240923	20240920	20240923	KR	31	H		EUR	8.627,67	8.627,67	RE-103557	20240920	Rechnung	20240920	ZB02	14	2,000	8.627,67	0,00	U					00000000	
100	0000201083	1000	2024	1900000244	001	20240923	20240918	20240923	KR	31	H		EUR	84.529,63	84.529,63	RE-106270	20240918	Rechnung	20240918	ZB01	10	3,000	84.529,63	0,00	U					00000000	
100	0000200138	1000	2024	1900000254	001	20240924	20240923	20240924	KR	31	H		EUR	27.204,24	27.204,24	RE-100823	20240923	Rechnung	20240923	ZB01	10	3,000	27.204,24	0,00	U					00000000	
100	0000201308	1000	2024	1900000255	001	20240924	20240923	20240924	KR	31	H		EUR	1.595,80	1.595,80	RE-107580	20240923	Rechnung	20240923	ZB01	10	3,000	1.595,80	0,00	U					00000000	
100	0000200101	1000	2024	1900000260	001	20240925	20240924	20240925	KR	31	H		EUR	2.824,73	2.824,73	RE-100612	20240924	Rechnung	20240924	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200173	1000	2024	1900000277	001	20240926	20240924	20240926	KR	31	H		EUR	11.238,07	11.238,07	RE-101045	20240924	Rechnung	20240924	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200456	1000	2024	1900000280	001	20240926	20240923	20240926	KR	31	H		EUR	4.909,25	4.909,25	RE-102688	20240923	Rechnung	20240923	ZB01	10	3,000	4.909,25	0,00	U					00000000	
100	0000200543	1000	2024	1900000282	001	20240926	20240925	20240926	KR	31	H		EUR	20.718,26	20.718,26	RE-103149	20240925	Rechnung	20240925	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000200753	1000	2024	1900000284	001	20240926	20240923	20240926	KR	31	H		EUR	16.186,75	16.186,75	RE-104345	20240923	Rechnung	20240923	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200989	1000	2024	1900000285	001	20240926	20240925	20240926	KR	31	H		EUR	5.076,73	5.076,73	RE-105686	20240925	Rechnung	20240925	ZB02	14	2,000	5.076,73	0,00	U					00000000	
100	0000201242	1000	2024	1900000289	001	20240926	20240923	20240926	KR	31	H		EUR	661,66	661,66	RE-107125	20240923	Rechnung	20240923	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201794	1000	2024	1900000293	001	20240926	20240926	20240926	KR	31	H		EUR	18.271,56	18.271,56	RE-110564	20240926	Rechnung	20240926	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201913	1000	2024	1900000294	001	20240926	20240925	20240926	KR	31	H		EUR	2.581,70	2.581,70	RE-111175	20240925	Rechnung	20240925	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000200379	1000	2024	1900000297	001	20240927	20240926	20240927	KR	31	H		EUR	1.358,47	1.358,47	RE-102177	20240926	Rechnung	20240926	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000200652	1000	2024	1900000299	001	20240927	20240927	20240927	KR	31	H		EUR	956,80	956,80	RE-103781	20240927	Rechnung	20240927	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000200926	1000	2024	1900000301	001	20240927	20240927	20240927	KR	31	H		EUR	11.982,17	11.982,17	RE-105312	20240927	Rechnung	20240927	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000200263	1000	2024	1900000307	001	20240930	20240925	20240930	KR	31	H		EUR	646,88	646,88	RE-101531	20240925	Rechnung	20240925	ZB02	14	2,000	646,88	0,00	U					00000000	
100	0000200275	1000	2024	1900000308	001	20240930	20240926	20240930	KR	31	H		EUR	7.778,49	7.778,49	RE-101594	20240926	Rechnung	20240926	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200838	1000	2024	1900000316	001	20240930	20240927	20240930	KR	31	H		EUR	1.649,50	1.649,50	RE-104864	20240927	Rechnung	20240927	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200932	1000	2024	1900000317	001	20240930	20240927	20240930	KR	31	H		EUR	1.229,01	1.229,01	RE-105360	20240927	Rechnung	20240927	ZB01	10	3,000	1.229,01	0,00	U					00000000	
100	0000201110	1000	2024	1900000318	001	20240930	20240927	20240930	KR	31	H		EUR	633,77	633,77	RE-106408	20240927	Rechnung	20240927	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201159	1000	2024	1900000319	001	20240930	20240930	20240930	KR	31	H		EUR	25.149,12	25.149,12	RE-106649	20240930	Rechnung	20240930	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201220	1000	2024	1900000320	001	20240930	20240930	20240930	KR	31	H		EUR	5.325,96	5.325,96	RE-106983	20240930	Rechnung	20240930	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201249	1000	2024	1900000321	001	20240930	20240926	20240930	KR	31	H		EUR	21.586,21	21.586,21	RE-107167	20240926	Rechnung	20240926	ZB01	10	3,000	21.586,21	0,00	U					00000000	
100	0000201657	1000	2024	1900000329	001	20240930	20240927	20240930	KR	31	H		EUR	17.772,77	17.772,77	RE-109651	20240927	Rechnung	20240927	ZB00	0	0,000	0,00	0,00	U					00000000	
100	0000201868	1000	2024	1900000335	001	20240930	20240927	20240930	KR	31	H		EUR	912,41	912,41	RE-110986	20240927	Rechnung	20240927	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000201906	1000	2024	1900000336	001	20240930	20240927	20240930	KR	31	H		EUR	1.021,05	1.021,05	RE-111156	20240927	Rechnung	20240927	ZB02	14	2,000	1.021,05	0,00	U					00000000	
100	0000200625	1000	2024	1900000339	001	20241001	20240930	20241001	KR	31	H		EUR	17.020,43	17.020,43	RE-103622	20240930	Rechnung	20240930	ZB01	10	3,000	17.020,43	0,00	U					00000000	
100	0000200765	1000	2024	1900000341	001	20241001	20240930	20241001	KR	31	H		EUR	14.524,10	14.524,10	RE-104436	20240930	Rechnung	20240930	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200955	1000	2024	1900000342	001	20241001	20240930	20241001	KR	31	H		EUR	19.210,15	19.210,15	RE-105479	20240930	Rechnung	20240930	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201840	1000	2024	1900000350	001	20241001	20240930	20241001	KR	31	H		EUR	10.389,31	10.389,31	RE-110839	20240930	Rechnung	20240930	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000200037	1000	2024	1900000353	001	20241002	20240930	20241002	KR	31	H		EUR	2.839,89	2.839,89	RE-100284	20240930	Rechnung	20240930	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200676	1000	2024	1900000359	001	20241002	20240930	20241002	KR	31	H		EUR	7.049,84	7.049,84	RE-103946	20240930	Rechnung	20240930	ZB04	0	0,000	0,00	0,00	U					00000000	
100	0000201119	1000	2024	1900000365	001	20241002	20240930	20241002	KR	31	H		EUR	14.694,65	14.694,65	RE-106452	20240930	Rechnung	20240930	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201335	1000	2024	1900000367	001	20241002	20241001	20241002	KR	31	H		EUR	33.121,15	33.121,15	RE-107798	20241001	Rechnung	20241001	ZB03	0	0,000	0,00	0,00	S					00000000	
100	0000201381	1000	2024	1900000368	001	20241002	20240930	20241002	KR	31	H		EUR	1.549,13	1.549,13	RE-108035	20240930	Rechnung	20240930	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201942	1000	2024	1900000370	001	20241002	20240930	20241002	KR	31	H		EUR	70.391,80	70.391,80	RE-111401	20240930	Rechnung	20240930	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000200862	1000	2024	1900000375	001	20241003	20240930	20241003	KR	31	H		EUR	14.246,15	14.246,15	RE-105059	20240930	Rechnung	20240930	ZB01	10	3,000	14.246,15	0,00	U					00000000	
100	0000201063	1000	2024	1900000377	001	20241003	20240930	20241003	KR	31	H		EUR	55.001,56	55.001,56	RE-106120	20240930	Rechnung	20240930	ZB03	0	0,000	0,00	0,00	U					00000000	
100	0000201789	1000	2024	1900000384	001	20241003	20240930	20241003	KR	31	H		EUR	5.508,93	5.508,93	RE-110547	20240930	Rechnung	20240930	ZB04	0	0,000	0,00	0,00	U					00000000	
