MANDT	LIFNR	BUKRS	AKONT	ZTERM	SPERR	LOEVM	ZWELS	ZAHLS	LNRZB	TOGRU	REPRF	ZUAWA	ERDAT	ERNAM
100	0000200177	1000	0000160000	ZB02			U				X	001	20230224	SAPUSER1
100	0000200179	2000	0000160000	ZB01			U				X	001	20211010	SAPUSER5
100	0000200180	1000	0000160000	ZB02			U				X	001	20230311	SAPUSER2
100	0000200181	1000	0000160000	ZB02			U				X	001	20230529	SAPUSER3
100	0000200182	2000	0000160000	ZB04			U				X	001	20200224	SAPUSER4
100	0000200183	1000	0000160000	ZB00			U				X	001	20190128	SAPUSER2
100	0000200184	1000	0000160000	ZB03			U				X	001	20221031	SAPUSER1
100	0000200184	2000	0000160000	ZB04			U				X	001	20221031	SAPUSER1
100	0000200186	2000	0000160000	ZB02			U				X	001	20210907	SAPUSER5
100	0000200188	1000	0000160000	ZB02			U				X	001	20211125	SAPUSER2
100	0000200189	1000	0000160000	ZB02			S				X	001	20220324	SAPUSER2
100	0000200189	2000	0000160000	ZB02			S				X	001	20220324	SAPUSER2
100	0000200190	1000	0000160000	ZB02			U				X	001	20200819	SAPUSER2
100	0000200191	1000	0000160000	ZB02			U				X	001	20230504	SAPUSER4
100	0000200192	1000	0000160000	ZB04			U				X	001	20220505	SAPUSER4
100	0000200193	1000	0000160000	ZB02			U				X	001	20220901	SAPUSER2
100	0000200194	1000	0000160000	ZB03			U				X	001	20240610	SAPUSER4
100	0000200195	1000	0000160000	ZB03			U				X	001	20221120	SAPUSER5
100	0000200197	1000	0000160000	ZB01			U				X	001	20210517	SAPUSER3
100	0000200198	2000	0000160000	ZB03			U				X	001	20190301	SAPUSER1
100	0000200199	2000	0000160000	ZB01			U				X	001	20211028	SAPUSER5
100	0000200201	1000	0000160000	ZB04			U				X	001	20210824	SAPUSER2
100	0000200203	2000	0000160000	ZB03			U				X	001	20240528	SAPUSER2
100	0000200204	1000	0000160000	ZB03			U				X	001	20240804	SAPUSER5
100	0000200205	2000	0000160000	ZB02			U				X	001	20190421	SAPUSER3
100	0000200206	2000	0000160000	ZB02			U				X	001	20190915	SAPUSER3
100	0000200209	1000	0000160000	ZB04			U				X	001	20220718	SAPUSER5
100	0000200210	2000	0000160000	ZB04			U				X	001	20210309	SAPUSER5
100	0000200212	2000	0000160000	ZB01			S				X	001	20230928	SAPUSER3
100	0000200214	1000	0000160000	ZB03			U				X	001	20210527	SAPUSER1
100	0000200216	1000	0000160000	ZB03			U				X	001	20201027	SAPUSER4
100	0000200217	1000	0000160000	ZB04			U				X	001	20220915	SAPUSER5
100	0000200218	1000	0000160000	ZB03			U				X	001	20230310	SAPUSER1
100	0000200218	2000	0000160000	ZB02			U				X	001	20230310	SAPUSER1
100	0000200219	1000	0000160000	ZB02			U				X	001	20200210	SAPUSER1
100	0000200220	1000	0000160000	ZB04			U				X	001	20240419	SAPUSER3
100	0000200222	1000	0000160000	ZB02			U				X	001	20200929	SAPUSER3
100	0000200224	2000	0000160000	ZB03			U				X	001	20220124	SAPUSER1
100	0000200225	1000	0000160000	ZB01			U				X	001	20201124	SAPUSER2
100	0000200226	1000	0000160000	ZB03			U				X	001	20220218	SAPUSER1
100	0000200226	2000	0000160000	ZB01			U				X	001	20220218	SAPUSER1
100	0000200228	2000	0000160000	ZB01			U				X	001	20220425	SAPUSER2
100	0000200229	1000	0000160000	ZB02			U				X	001	20220923	SAPUSER4
100	0000200230	1000	0000160000	ZB03			U				X	001	20190917	SAPUSER4
100	0000200231	1000	0000160000	ZB03			U				X	001	20210516	SAPUSER1
100	0000200232	1000	0000160000	ZB02			U				X	001	20230316	SAPUSER5
100	0000200233	1000	0000160000	ZB01			U				X	001	20240415	SAPUSER4
100	0000200234	2000	0000160000	ZB03			U				X	001	20191027	SAPUSER1
100	0000200235	1000	0000160000	ZB02			U				X	001	20240212	SAPUSER2
100	0000200236	1000	0000160000	ZB00			U				X	001	20240606	SAPUSER2
100	0000200237	1000	0000160000	ZB04			U				X	001	20210412	SAPUSER3
100	0000200238	1000	0000160000	ZB02			U				X	001	20191027	SAPUSER4
100	0000200239	2000	0000160000	ZB02			U				X	001	20231228	SAPUSER2
100	0000200240	1000	0000160000	ZB02			U				X	001	20230112	SAPUSER2
100	0000200241	1000	0000160000	ZB02			U				X	001	20221229	SAPUSER5
100	0000200242	1000	0000160000	ZB03			U				X	001	20190911	SAPUSER1
100	0000200243	2000	0000160000	ZB02			U				X	001	20200909	SAPUSER5
100	0000200244	1000	0000160000	ZB04			U				X	001	20201205	SAPUSER1
100	0000200245	2000	0000160000	ZB04			U				X	001	20220409	SAPUSER5
100	0000200246	1000	0000160000	ZB02			U				X	001	20190606	SAPUSER3
100	0000200248	2000	0000160000	ZB03			U				X	001	20220601	SAPUSER1
100	0000200249	1000	0000160000	ZB03			U				X	001	20190323	SAPUSER4
100	0000200249	2000	0000160000	ZB02			U				X	001	20190323	SAPUSER4
100	0000200250	1000	0000160000	ZB03			U				X	001	20200604	SAPUSER3
100	0000200252	1000	0000160000	ZB02			U				X	001	20220604	SAPUSER2
100	0000200257	1000	0000160000	ZB04			U				X	001	20211227	SAPUSER1
100	0000200260	1000	0000160000	ZB02			U				X	001	20230408	SAPUSER4
100	0000200260	2000	0000160000	ZB01			U				X	001	20230408	SAPUSER4
100	0000200261	2000	0000160000	ZB04			U				X	001	20240108	SAPUSER4
100	0000200262	1000	0000160000	ZB01			U				X	001	20220507	SAPUSER3
100	0000200263	1000	0000160000	ZB02			U				X	001	20210529	SAPUSER3
100	0000200264	1000	0000160000	ZB02			U				X	001	20210422	SAPUSER5
100	0000200265	1000	0000160000	ZB01			U				X	001	20210418	SAPUSER4
100	0000200266	1000	0000160000	ZB03			U				X	001	20231127	SAPUSER4
100	0000200267	1000	0000160000	ZB04			U				X	001	20240417	SAPUSER4
100	0000200268	1000	0000160000	ZB03			U				X	001	20200623	SAPUSER4
100	0000200269	1000	0000160000	ZB03			U				X	001	20211205	SAPUSER5
100	0000200270	1000	0000160000	ZB02			U				X	001	20220220	SAPUSER3
100	0000200272	1000	0000160000	ZB02			U				X	001	20191004	SAPUSER5
100	0000200274	1000	0000160000	ZB04			U				X	001	20230601	SAPUSER1
100	0000200275	1000	0000160000	ZB03			U				X	001	20220124	SAPUSER4
100	0000200276	2000	0000160000	ZB01			U				X	001	20211228	SAPUSER4
100	0000200277	1000	0000160000	ZB03			U				X	001	20191002	SAPUSER3
100	0000200278	1000	0000160000	ZB04			U				X	001	20220530	SAPUSER1
100	0000200279	2000	0000160000	ZB03			U				X	001	20211128	SAPUSER3
100	0000200280	1000	0000160000	ZB01			U				X	001	20220305	SAPUSER1
100	0000200281	1000	0000160000	ZB03			U				X	001	20200410	SAPUSER3
100	0000200282	1000	0000160000	ZB01			U				X	001	20201030	SAPUSER3
100	0000200283	1000	0000160000	ZB02			U				X	001	20240329	SAPUSER1
100	0000200285	1000	0000160000	ZB03			U				X	001	20220513	SAPUSER3
100	0000200286	2000	0000160000	ZB03			U				X	001	20240826	SAPUSER1
100	0000200287	1000	0000160000	ZB03			U				X	001	20220518	SAPUSER5
100	0000200287	2000	0000160000	ZB03			U				X	001	20220518	SAPUSER5
100	0000200288	1000	0000160000	ZB04			U				X	001	20220511	SAPUSER1
100	0000200289	1000	0000160000	ZB03			U				X	001	20230625	SAPUSER3
100	0000200291	1000	0000160000	ZB01			U				X	001	20211230	SAPUSER3
100	0000200292	2000	0000160000	ZB01			U				X	001	20220204	SAPUSER5
100	0000200295	1000	0000160000	ZB03			U				X	001	20200522	SAPUSER2
100	0000200296	2000	0000160000	ZB02			U				X	001	20211102	SAPUSER4
100	0000200297	1000	0000160000	ZB03			U				X	001	20240117	SAPUSER3
100	0000200298	1000	0000160000	ZB03			U				X	001	20200502	SAPUSER5
100	0000200304	2000	0000160000	ZB03			U				X	001	20201024	SAPUSER2
100	0000200305	2000	0000160000	ZB04			U				X	001	20210618	SAPUSER1
100	0000200306	1000	0000160000	ZB02			U				X	001	20190813	SAPUSER4
100	0000200307	1000	0000160000	ZB01			U				X	001	20201106	SAPUSER3
100	0000200307	2000	0000160000	ZB01			U				X	001	20201106	SAPUSER3
100	0000200309	1000	0000160000	ZB04			U				X	001	20220915	SAPUSER4
100	0000200310	1000	0000160000	ZB03			U				X	001	20220730	SAPUSER1
100	0000200311	1000	0000160000	ZB03			U				X	001	20191224	SAPUSER1
100	0000200312	1000	0000160000	ZB03			U				X	001	20200127	SAPUSER2
100	0000200313	1000	0000160000	ZB03			U				X	001	20231031	SAPUSER2
100	0000200317	1000	0000160000	ZB02			U				X	001	20190823	SAPUSER5
100	0000200317	2000	0000160000	ZB01			U				X	001	20190823	SAPUSER5
100	0000200318	1000	0000160000	ZB03			U				X	001	20220424	SAPUSER2
100	0000200319	1000	0000160000	ZB03			U				X	001	20200214	SAPUSER3
100	0000200319	2000	0000160000	ZB02			U				X	001	20200214	SAPUSER3
100	0000200320	1000	0000160000	ZB04			U				X	001	20201015	SAPUSER2
100	0000200321	1000	0000160000	ZB00			U				X	001	20221010	SAPUSER5
100	0000200322	1000	0000160000	ZB04			U				X	001	20190505	SAPUSER1
100	0000200323	1000	0000160000	ZB03			U				X	001	20240106	SAPUSER3
100	0000200324	1000	0000160000	ZB04			U				X	001	20220227	SAPUSER1
100	0000200325	1000	0000160000	ZB04			U				X	001	20230601	SAPUSER4
100	0000200327	1000	0000160000	ZB03			U				X	001	20191202	SAPUSER5
100	0000200327	2000	0000160000	ZB02			U				X	001	20191202	SAPUSER5
100	0000200328	1000	0000160000	ZB01			U				X	001	20220612	SAPUSER1
100	0000200330	1000	0000160000	ZB00			U				X	001	20200816	SAPUSER3
100	0000200331	1000	0000160000	ZB03			U				X	001	20200117	SAPUSER2
100	0000200333	1000	0000160000	ZB00			U				X	001	20220126	SAPUSER3
100	0000200334	2000	0000160000	ZB03			U				X	001	20220328	SAPUSER3
100	0000200335	1000	0000160000	ZB03			U				X	001	20221122	SAPUSER4
100	0000200336	1000	0000160000	ZB00			U				X	001	20200212	SAPUSER1
100	0000200336	2000	0000160000	ZB02			U				X	001	20200212	SAPUSER1
100	0000200338	1000	0000160000	ZB01			U				X	001	20200711	SAPUSER1
100	0000200339	1000	0000160000	ZB03			U				X	001	20231014	SAPUSER5
100	0000200340	1000	0000160000	ZB03			U				X	001	20220331	SAPUSER5
100	0000200341	1000	0000160000	ZB02			U				X	001	20231121	SAPUSER1
100	0000200342	1000	0000160000	ZB03			U				X	001	20220423	SAPUSER2
100	0000200343	1000	0000160000	ZB03			U				X	001	20201231	SAPUSER2
100	0000200344	1000	0000160000	ZB03			U				X	001	20231226	SAPUSER2
100	0000200345	1000	0000160000	ZB03			U				X	001	20201123	SAPUSER1
100	0000200346	1000	0000160000	ZB02			U				X	001	20220521	SAPUSER5
100	0000200346	2000	0000160000	ZB03			U				X	001	20220521	SAPUSER5
100	0000200347	1000	0000160000	ZB04			S				X	001	20240524	SAPUSER3
100	0000200348	1000	0000160000	ZB01			U				X	001	20240809	SAPUSER3
100	0000200349	2000	0000160000	ZB01			U				X	001	20210922	SAPUSER2
100	0000200350	2000	0000160000	ZB02			U				X	001	20190802	SAPUSER3
100	0000200351	2000	0000160000	ZB01			U				X	001	20230330	SAPUSER5
100	0000200354	2000	0000160000	ZB03			U				X	001	20221203	SAPUSER4
100	0000200355	1000	0000160000	ZB03			U				X	001	20230206	SAPUSER4
100	0000200356	1000	0000160000	ZB04			U				X	001	20221219	SAPUSER2
100	0000200356	2000	0000160000	ZB04			U				X	001	20221219	SAPUSER2
100	0000200358	1000	0000160000	ZB02			U				X	001	20201201	SAPUSER1
100	0000200361	1000	0000160000	ZB04			U				X	001	20230627	SAPUSER4
100	0000200364	1000	0000160000	ZB03			U				X	001	20190201	SAPUSER1
100	0000200365	1000	0000160000	ZB03			U				X	001	20211018	SAPUSER3
100	0000200366	2000	0000160000	ZB02			U				X	001	20231122	SAPUSER3
100	0000200367	1000	0000160000	ZB02			U				X	001	20231207	SAPUSER1
100	0000200368	1000	0000160000	ZB03			U				X	001	20200214	SAPUSER5
100	0000200369	1000	0000160000	ZB01			U				X	001	20190316	SAPUSER2
100	0000200370	1000	0000160000	ZB04			S				X	001	20210226	SAPUSER2
100	0000200371	1000	0000160000	ZB03			U				X	001	20211224	SAPUSER3
100	0000200372	1000	0000160000	ZB00			U				X	001	20230308	SAPUSER1
100	0000200376	1000	0000160000	ZB02			U				X	001	20200713	SAPUSER5
100	0000200377	1000	0000160000	ZB01			U				X	001	20191226	SAPUSER4
100	0000200379	1000	0000160000	ZB04			U				X	001	20210917	SAPUSER5
100	0000200380	1000	0000160000	ZB03			U				X	001	20191228	SAPUSER4
100	0000200382	1000	0000160000	ZB04			U				X	001	20220920	SAPUSER1
100	0000200384	2000	0000160000	ZB04			U				X	001	20211023	SAPUSER5
100	0000200386	1000	0000160000	ZB01			U				X	001	20240505	SAPUSER2
100	0000200387	2000	0000160000	ZB03			U				X	001	20210812	SAPUSER5
100	0000200389	1000	0000160000	ZB03			U				X	001	20210423	SAPUSER1
100	0000200390	1000	0000160000	ZB04			U				X	001	20200611	SAPUSER3
100	0000200391	1000	0000160000	ZB03			U				X	001	20220720	SAPUSER5
100	0000200392	2000	0000160000	ZB03			U				X	001	20200727	SAPUSER1
100	0000200393	1000	0000160000	ZB03			U				X	001	20230421	SAPUSER1
100	0000200394	1000	0000160000	ZB04			U				X	001	20221111	SAPUSER5
100	0000200395	2000	0000160000	ZB03			U				X	001	20190409	SAPUSER5
100	0000200396	2000	0000160000	ZB02			U				X	001	20200220	SAPUSER4
100	0000200397	2000	0000160000	ZB03			U				X	001	20221231	SAPUSER1
100	0000200400	1000	0000160000	ZB02			U				X	001	20231226	SAPUSER4
100	0000200403	1000	0000160000	ZB04			U				X	001	20230226	SAPUSER2
100	0000200404	1000	0000160000	ZB04			U				X	001	20211223	SAPUSER1
100	0000200405	1000	0000160000	ZB02			U				X	001	20231013	SAPUSER4
100	0000200405	2000	0000160000	ZB02			U				X	001	20231013	SAPUSER4
100	0000200406	1000	0000160000	ZB04			U				X	001	20230603	SAPUSER4
100	0000200407	2000	0000160000	ZB03			U				X	001	20211201	SAPUSER4
100	0000200409	1000	0000160000	ZB00			U				X	001	20220724	SAPUSER5
100	0000200410	1000	0000160000	ZB02			U				X	001	20230323	SAPUSER1
100	0000200411	1000	0000160000	ZB02			U				X	001	20230313	SAPUSER3
100	0000200411	2000	0000160000	ZB03			U				X	001	20230313	SAPUSER3
100	0000200412	1000	0000160000	ZB04			U				X	001	20220531	SAPUSER1
100	0000200413	1000	0000160000	ZB03			U				X	001	20200905	SAPUSER3
100	0000200414	2000	0000160000	ZB04			U				X	001	20210204	SAPUSER3
100	0000200415	1000	0000160000	ZB03			U				X	001	20210329	SAPUSER1
100	0000200416	1000	0000160000	ZB03			U				X	001	20220805	SAPUSER3
100	0000200417	1000	0000160000	ZB03			U				X	001	20220926	SAPUSER4
100	0000200418	1000	0000160000	ZB00			U				X	001	20201105	SAPUSER1
100	0000200419	2000	0000160000	ZB02			U				X	001	20191210	SAPUSER4
100	0000200420	2000	0000160000	ZB03			U				X	001	20190321	SAPUSER1
100	0000200421	1000	0000160000	ZB03			U				X	001	20240706	SAPUSER5
100	0000200422	1000	0000160000	ZB02			U				X	001	20200901	SAPUSER5
100	0000200424	1000	0000160000	ZB03			U				X	001	20210816	SAPUSER3
100	0000200426	1000	0000160000	ZB03			U				X	001	20230118	SAPUSER1
100	0000200427	1000	0000160000	ZB03			U				X	001	20210706	SAPUSER5
100	0000200428	1000	0000160000	ZB04			S				X	001	20190315	SAPUSER2
100	0000200429	1000	0000160000	ZB02			U				X	001	20220722	SAPUSER3
100	0000200430	2000	0000160000	ZB04			U				X	001	20210217	SAPUSER2
100	0000200431	1000	0000160000	ZB00			U				X	001	20201013	SAPUSER5
100	0000200433	1000	0000160000	ZB01			S				X	001	20190602	SAPUSER1
100	0000200433	2000	0000160000	ZB04			S				X	001	20190602	SAPUSER1
100	0000200434	1000	0000160000	ZB04			U				X	001	20200926	SAPUSER5
100	0000200436	1000	0000160000	ZB03			U				X	001	20191129	SAPUSER5
100	0000200437	1000	0000160000	ZB02			U				X	001	20240702	SAPUSER2
100	0000200438	1000	0000160000	ZB01			U				X	001	20190319	SAPUSER4
100	0000200439	1000	0000160000	ZB02			U				X	001	20230107	SAPUSER1
100	0000200439	2000	0000160000	ZB04			U				X	001	20230107	SAPUSER1
100	0000200440	1000	0000160000	ZB03			S				X	001	20210113	SAPUSER5
100	0000200441	1000	0000160000	ZB03			U				X	001	20210207	SAPUSER3
100	0000200441	2000	0000160000	ZB03			U				X	001	20210207	SAPUSER3
100	0000200442	2000	0000160000	ZB02			U				X	001	20240424	SAPUSER2
100	0000200443	1000	0000160000	ZB03			U				X	001	20200809	SAPUSER5
100	0000200443	2000	0000160000	ZB04			U				X	001	20200809	SAPUSER5
100	0000200444	2000	0000160000	ZB04			U				X	001	20190810	SAPUSER1
100	0000200445	1000	0000160000	ZB02			U				X	001	20190609	SAPUSER3
100	0000200446	1000	0000160000	ZB03			U				X	001	20190125	SAPUSER4
100	0000200447	1000	0000160000	ZB03			S				X	001	20220122	SAPUSER5
100	0000200448	1000	0000160000	ZB04			U				X	001	20190601	SAPUSER4
