MANDT	KUNNR	BUKRS	AKONT	ZTERM	MAHNA	SPERR	LOEVM	ZWELS	ZAHLS	KNRZB	TOGRU	ZUAWA	ERDAT	ERNAM
100	0000100120	1000	0000140000	ZB04	0001			E				001	20231013	SAPUSER1
100	0000100121	1000	0000140000	ZB03	0001							001	20240619	SAPUSER3
100	0000100122	1000	0000140000	ZB04	0001			E				001	20200502	SAPUSER5
100	0000100122	2000	0000140000	ZB03	0001			E				001	20200502	SAPUSER5
100	0000100123	2000	0000140000	ZB03	0001							001	20230522	SAPUSER3
100	0000100124	1000	0000140000	ZB03	0001							001	20240122	SAPUSER5
100	0000100124	2000	0000140000	ZB00	0001							001	20240122	SAPUSER5
100	0000100125	1000	0000140000	ZB02	0001			E				001	20210123	SAPUSER2
100	0000100126	1000	0000140000	ZB04	0001			E				001	20200820	SAPUSER1
100	0000100128	1000	0000140000	ZB03	0001							001	20221211	SAPUSER2
100	0000100128	2000	0000140000	ZB03	0001							001	20221211	SAPUSER2
100	0000100129	1000	0000140000	ZB03	0001			E				001	20220402	SAPUSER3
100	0000100130	1000	0000140000	ZB03	0001			E				001	20200715	SAPUSER3
100	0000100131	1000	0000140000	ZB02	0001			E				001	20220328	SAPUSER3
100	0000100132	1000	0000140000	ZB03	0001							001	20220911	SAPUSER1
100	0000100133	2000	0000140000	ZB03	0001							001	20211018	SAPUSER5
100	0000100134	2000	0000140000	ZB00	0001			E				001	20200415	SAPUSER1
100	0000100135	1000	0000140000	ZB01	0001			E				001	20200730	SAPUSER5
100	0000100138	1000	0000140000	ZB02	0001			E				001	20221213	SAPUSER1
100	0000100140	1000	0000140000	ZB00	0001			E				001	20191031	SAPUSER3
100	0000100141	1000	0000140000	ZB04	0001			E				001	20220807	SAPUSER3
100	0000100142	1000	0000140000	ZB03	0001							001	20210516	SAPUSER1
100	0000100143	1000	0000140000	ZB03	0001			E				001	20211214	SAPUSER2
100	0000100144	1000	0000140000	ZB03	0001			E				001	20190718	SAPUSER5
100	0000100146	1000	0000140000	ZB04	0001							001	20240303	SAPUSER2
100	0000100147	2000	0000140000	ZB02	0001			E				001	20221127	SAPUSER1
100	0000100152	2000	0000140000	ZB04	0001			E				001	20240307	SAPUSER5
100	0000100153	1000	0000140000	ZB02	0001			E				001	20211110	SAPUSER3
100	0000100153	2000	0000140000	ZB03	0001			E				001	20211110	SAPUSER3
100	0000100156	1000	0000140000	ZB03	0001			E				001	20220126	SAPUSER4
100	0000100157	1000	0000140000	ZB03	0001			E				001	20221104	SAPUSER3
100	0000100158	1000	0000140000	ZB03	0001			E				001	20210930	SAPUSER5
100	0000100159	1000	0000140000	ZB03	0001			E				001	20211128	SAPUSER4
100	0000100161	1000	0000140000	ZB00	0001			E				001	20230817	SAPUSER1
100	0000100162	1000	0000140000	ZB03	0001			E				001	20220213	SAPUSER2
100	0000100163	1000	0000140000	ZB01	0001			E				001	20191121	SAPUSER1
100	0000100165	1000	0000140000	ZB02	0001			E				001	20190712	SAPUSER3
100	0000100168	1000	0000140000	ZB03	0001			E				001	20191001	SAPUSER1
100	0000100171	2000	0000140000	ZB03	0001			E				001	20210101	SAPUSER2
100	0000100172	1000	0000140000	ZB03	0001			E				001	20201213	SAPUSER2
100	0000100175	1000	0000140000	ZB03	0001							001	20200917	SAPUSER1
100	0000100176	1000	0000140000	ZB02	0001			E				001	20220104	SAPUSER1
100	0000100177	1000	0000140000	ZB02	0001							001	20200815	SAPUSER5
100	0000100179	1000	0000140000	ZB00	0001			E				001	20210529	SAPUSER3
100	0000100181	1000	0000140000	ZB04	0001			E				001	20201116	SAPUSER5
100	0000100182	2000	0000140000	ZB03	0001			E				001	20190113	SAPUSER3
100	0000100183	1000	0000140000	ZB03	0001							001	20240421	SAPUSER4
100	0000100183	2000	0000140000	ZB03	0001							001	20240421	SAPUSER4
100	0000100185	1000	0000140000	ZB03	0001			E				001	20231101	SAPUSER1
100	0000100185	2000	0000140000	ZB03	0001			E				001	20231101	SAPUSER1
100	0000100186	1000	0000140000	ZB00	0001			E				001	20190611	SAPUSER3
100	0000100187	1000	0000140000	ZB04	0001							001	20210221	SAPUSER4
100	0000100188	1000	0000140000	ZB03	0001			E				001	20220209	SAPUSER1
100	0000100189	1000	0000140000	ZB03	0001			E				001	20240518	SAPUSER3
100	0000100191	1000	0000140000	ZB03	0001			E				001	20230420	SAPUSER1
100	0000100191	2000	0000140000	ZB03	0001			E				001	20230420	SAPUSER1
100	0000100192	1000	0000140000	ZB03	0001			E				001	20190322	SAPUSER4
100	0000100194	1000	0000140000	ZB03	0001			E				001	20210103	SAPUSER1
100	0000100195	1000	0000140000	ZB03	0001			E				001	20230823	SAPUSER5
100	0000100195	2000	0000140000	ZB01	0001			E				001	20230823	SAPUSER5
100	0000100196	1000	0000140000	ZB03	0001			E				001	20201007	SAPUSER1
100	0000100197	1000	0000140000	ZB01	0001			E				001	20211101	SAPUSER5
100	0000100199	2000	0000140000	ZB02	0001			E				001	20200417	SAPUSER3
100	0000100201	1000	0000140000	ZB04	0001			E				001	20220805	SAPUSER1
100	0000100201	2000	0000140000	ZB03	0001			E				001	20220805	SAPUSER1
100	0000100203	1000	0000140000	ZB02	0001			E				001	20220222	SAPUSER2
100	0000100203	2000	0000140000	ZB03	0001			E				001	20220222	SAPUSER2
100	0000100206	1000	0000140000	ZB00	0001							001	20191229	SAPUSER3
100	0000100208	1000	0000140000	ZB02	0001			E				001	20230409	SAPUSER3
100	0000100212	2000	0000140000	ZB02	0001			E				001	20190907	SAPUSER1
100	0000100213	1000	0000140000	ZB00	0001			E				001	20190513	SAPUSER3
100	0000100214	1000	0000140000	ZB02	0001			E				001	20230115	SAPUSER1
100	0000100215	2000	0000140000	ZB04	0001			E				001	20230203	SAPUSER2
100	0000100216	2000	0000140000	ZB03	0001			E				001	20210808	SAPUSER2
100	0000100217	1000	0000140000	ZB03	0001							001	20201126	SAPUSER5
100	0000100218	2000	0000140000	ZB03	0001							001	20200925	SAPUSER5
100	0000100219	2000	0000140000	ZB03	0001			E				001	20201010	SAPUSER2
100	0000100220	1000	0000140000	ZB03	0001			E				001	20230530	SAPUSER5
100	0000100221	1000	0000140000	ZB04	0001			E				001	20230903	SAPUSER4
100	0000100222	1000	0000140000	ZB00	0001			E				001	20190527	SAPUSER4
100	0000100224	1000	0000140000	ZB02	0001							001	20190227	SAPUSER2
100	0000100226	1000	0000140000	ZB00	0001			E				001	20221001	SAPUSER3
100	0000100226	2000	0000140000	ZB01	0001			E				001	20221001	SAPUSER3
100	0000100228	1000	0000140000	ZB03	0001			E				001	20190909	SAPUSER1
100	0000100230	1000	0000140000	ZB04	0001							001	20230121	SAPUSER4
100	0000100231	2000	0000140000	ZB03	0001			E				001	20240407	SAPUSER1
100	0000100232	1000	0000140000	ZB03	0001			E				001	20201125	SAPUSER3
100	0000100233	1000	0000140000	ZB03	0001			E				001	20240728	SAPUSER4
100	0000100234	1000	0000140000	ZB03	0001			E				001	20240114	SAPUSER4
100	0000100234	2000	0000140000	ZB04	0001			E				001	20240114	SAPUSER4
100	0000100235	1000	0000140000	ZB04	0001			E				001	20230318	SAPUSER5
100	0000100236	1000	0000140000	ZB02	0001			E				001	20210904	SAPUSER5
100	0000100237	1000	0000140000	ZB02	0001			E				001	20220605	SAPUSER2
100	0000100238	2000	0000140000	ZB02	0001			E				001	20190508	SAPUSER2
100	0000100240	1000	0000140000	ZB04	0001			E				001	20210318	SAPUSER2
100	0000100240	2000	0000140000	ZB03	0001			E				001	20210318	SAPUSER2
100	0000100241	1000	0000140000	ZB04	0001			E				001	20230129	SAPUSER3
100	0000100242	1000	0000140000	ZB03	0001							001	20210308	SAPUSER2
100	0000100244	1000	0000140000	ZB02	0001			E				001	20230803	SAPUSER4
100	0000100245	1000	0000140000	ZB02	0001			E				001	20201124	SAPUSER1
100	0000100245	2000	0000140000	ZB04	0001			E				001	20201124	SAPUSER1
100	0000100246	1000	0000140000	ZB03	0001			E				001	20210701	SAPUSER4
100	0000100247	1000	0000140000	ZB04	0001			E				001	20230225	SAPUSER4
100	0000100248	1000	0000140000	ZB00	0001			E				001	20231125	SAPUSER1
100	0000100249	1000	0000140000	ZB00	0001			E				001	20231128	SAPUSER4
100	0000100250	1000	0000140000	ZB03	0001			E				001	20190907	SAPUSER4
100	0000100250	2000	0000140000	ZB03	0001			E				001	20190907	SAPUSER4
100	0000100252	1000	0000140000	ZB03	0001			E				001	20220315	SAPUSER2
100	0000100253	1000	0000140000	ZB00	0001			E				001	20240726	SAPUSER2
100	0000100254	1000	0000140000	ZB03	0001			E				001	20221009	SAPUSER5
100	0000100256	2000	0000140000	ZB03	0001							001	20190818	SAPUSER5
100	0000100257	1000	0000140000	ZB02	0001							001	20220124	SAPUSER3
100	0000100259	1000	0000140000	ZB04	0001			E				001	20210322	SAPUSER5
100	0000100260	1000	0000140000	ZB03	0001			E				001	20201022	SAPUSER5
100	0000100261	1000	0000140000	ZB00	0001			E				001	20230218	SAPUSER5
100	0000100262	1000	0000140000	ZB02	0001			E				001	20201012	SAPUSER2
100	0000100263	2000	0000140000	ZB03	0001			E				001	20210903	SAPUSER5
100	0000100264	1000	0000140000	ZB03	0001			E				001	20200621	SAPUSER1
100	0000100266	1000	0000140000	ZB00	0001							001	20200313	SAPUSER5
100	0000100266	2000	0000140000	ZB03	0001							001	20200313	SAPUSER5
100	0000100267	1000	0000140000	ZB03	0001			E				001	20190104	SAPUSER4
100	0000100268	1000	0000140000	ZB01	0001			E				001	20190228	SAPUSER4
100	0000100269	2000	0000140000	ZB04	0001			E				001	20190614	SAPUSER5
100	0000100271	1000	0000140000	ZB04	0001			E				001	20220306	SAPUSER4
100	0000100272	1000	0000140000	ZB00	0001			E				001	20210819	SAPUSER3
100	0000100273	1000	0000140000	ZB02	0001			E				001	20200306	SAPUSER5
100	0000100275	1000	0000140000	ZB00	0001			E				001	20221113	SAPUSER4
100	0000100276	1000	0000140000	ZB03	0001			E				001	20240204	SAPUSER5
100	0000100277	2000	0000140000	ZB00	0001			E				001	20220113	SAPUSER5
100	0000100279	1000	0000140000	ZB03	0001			E				001	20230606	SAPUSER3
100	0000100280	1000	0000140000	ZB03	0001			E				001	20220912	SAPUSER1
100	0000100281	1000	0000140000	ZB03	0001			E				001	20230827	SAPUSER5
100	0000100282	1000	0000140000	ZB03	0001			E				001	20240222	SAPUSER3
100	0000100283	1000	0000140000	ZB04	0001			E				001	20221207	SAPUSER1
100	0000100284	1000	0000140000	ZB04	0001			E				001	20230425	SAPUSER5
100	0000100285	1000	0000140000	ZB03	0001			E				001	20191101	SAPUSER4
100	0000100286	1000	0000140000	ZB04	0001			E				001	20190313	SAPUSER4
100	0000100287	1000	0000140000	ZB03	0001			E				001	20230212	SAPUSER3
100	0000100288	2000	0000140000	ZB02	0001			E				001	20190308	SAPUSER1
100	0000100289	2000	0000140000	ZB04	0001			E				001	20190621	SAPUSER3
100	0000100290	1000	0000140000	ZB03	0001			E				001	20240128	SAPUSER4
100	0000100291	1000	0000140000	ZB02	0001			E				001	20240709	SAPUSER3
100	0000100292	2000	0000140000	ZB04	0001							001	20200912	SAPUSER4
100	0000100293	1000	0000140000	ZB04	0001			E				001	20190227	SAPUSER5
100	0000100295	1000	0000140000	ZB04	0001			E				001	20240531	SAPUSER3
100	0000100296	1000	0000140000	ZB04	0001			E				001	20210718	SAPUSER3
100	0000100296	2000	0000140000	ZB04	0001			E				001	20210718	SAPUSER3
100	0000100298	2000	0000140000	ZB02	0001			E				001	20231020	SAPUSER4
100	0000100301	2000	0000140000	ZB03	0001			E				001	20191007	SAPUSER1
100	0000100302	2000	0000140000	ZB03	0001			E				001	20240420	SAPUSER5
100	0000100303	1000	0000140000	ZB03	0001			E				001	20220501	SAPUSER3
100	0000100305	1000	0000140000	ZB04	0001			E				001	20200121	SAPUSER5
100	0000100306	1000	0000140000	ZB00	0001			E				001	20240103	SAPUSER2
100	0000100308	2000	0000140000	ZB03	0001			E				001	20221010	SAPUSER1
100	0000100309	1000	0000140000	ZB03	0001							001	20220326	SAPUSER3
100	0000100313	1000	0000140000	ZB01	0001			E				001	20210813	SAPUSER4
100	0000100315	2000	0000140000	ZB02	0001			E				001	20230108	SAPUSER2
100	0000100316	1000	0000140000	ZB04	0001			E				001	20211120	SAPUSER5
100	0000100317	1000	0000140000	ZB00	0001			E				001	20210217	SAPUSER2
100	0000100319	1000	0000140000	ZB03	0001							001	20200418	SAPUSER2
100	0000100321	1000	0000140000	ZB02	0001			E				001	20220920	SAPUSER4
100	0000100322	1000	0000140000	ZB04	0001			E				001	20230807	SAPUSER4
100	0000100323	1000	0000140000	ZB03	0001			E				001	20210526	SAPUSER2
100	0000100324	2000	0000140000	ZB03	0001			E				001	20220811	SAPUSER4
100	0000100327	1000	0000140000	ZB04	0001			E				001	20200831	SAPUSER4
100	0000100328	1000	0000140000	ZB04	0001			E				001	20221216	SAPUSER2
100	0000100329	1000	0000140000	ZB04	0001			E				001	20210608	SAPUSER5
100	0000100330	1000	0000140000	ZB02	0001			E				001	20230510	SAPUSER4
100	0000100331	1000	0000140000	ZB03	0001			E				001	20240612	SAPUSER5
100	0000100332	1000	0000140000	ZB03	0001			E				001	20190129	SAPUSER2
100	0000100333	2000	0000140000	ZB01	0001			E				001	20211214	SAPUSER1
100	0000100334	2000	0000140000	ZB03	0001			E				001	20211018	SAPUSER3
100	0000100335	1000	0000140000	ZB01	0001			E				001	20200818	SAPUSER3
100	0000100336	1000	0000140000	ZB03	0001			E				001	20190817	SAPUSER5
100	0000100338	1000	0000140000	ZB01	0001			E				001	20190116	SAPUSER1
100	0000100340	1000	0000140000	ZB03	0001							001	20220702	SAPUSER4
100	0000100342	1000	0000140000	ZB04	0001			E				001	20240707	SAPUSER5
100	0000100344	1000	0000140000	ZB01	0001			E				001	20211115	SAPUSER4
100	0000100344	2000	0000140000	ZB03	0001			E				001	20211115	SAPUSER4
100	0000100345	1000	0000140000	ZB04	0001			E				001	20210908	SAPUSER1
100	0000100346	1000	0000140000	ZB04	0001			E				001	20211122	SAPUSER1
100	0000100348	1000	0000140000	ZB03	0001			E				001	20240529	SAPUSER4
100	0000100349	1000	0000140000	ZB03	0001			E				001	20191016	SAPUSER5
100	0000100349	2000	0000140000	ZB03	0001			E				001	20191016	SAPUSER5
100	0000100353	1000	0000140000	ZB04	0001							001	20220528	SAPUSER2
100	0000100355	1000	0000140000	ZB02	0001			E				001	20210304	SAPUSER2
100	0000100358	1000	0000140000	ZB02	0001			E				001	20230609	SAPUSER4
100	0000100360	1000	0000140000	ZB03	0001			E				001	20210528	SAPUSER4
100	0000100361	1000	0000140000	ZB03	0001			E				001	20220830	SAPUSER1
100	0000100362	1000	0000140000	ZB02	0001			E				001	20190112	SAPUSER1
100	0000100363	1000	0000140000	ZB03	0001							001	20220818	SAPUSER4
100	0000100364	1000	0000140000	ZB04	0001			E				001	20240731	SAPUSER5
100	0000100366	1000	0000140000	ZB03	0001			E				001	20220317	SAPUSER3
100	0000100368	1000	0000140000	ZB03	0001			E				001	20210203	SAPUSER3
100	0000100369	1000	0000140000	ZB03	0001			E				001	20190321	SAPUSER1
100	0000100370	1000	0000140000	ZB02	0001							001	20211126	SAPUSER5
100	0000100371	2000	0000140000	ZB03	0001			E				001	20211111	SAPUSER2
100	0000100372	1000	0000140000	ZB03	0001			E				001	20230905	SAPUSER1
100	0000100374	1000	0000140000	ZB01	0001			E				001	20230509	SAPUSER4
100	0000100375	2000	0000140000	ZB04	0001			E				001	20190826	SAPUSER3
100	0000100377	1000	0000140000	ZB04	0001			E				001	20201023	SAPUSER2
100	0000100382	2000	0000140000	ZB04	0001			E				001	20210531	SAPUSER5
100	0000100383	1000	0000140000	ZB02	0001			E				001	20200326	SAPUSER5
100	0000100385	1000	0000140000	ZB03	0001			E				001	20190902	SAPUSER4
100	0000100386	1000	0000140000	ZB03	0001			E				001	20231110	SAPUSER4
100	0000100388	1000	0000140000	ZB03	0001							001	20220508	SAPUSER4
100	0000100389	2000	0000140000	ZB04	0001			E				001	20240512	SAPUSER1
100	0000100391	1000	0000140000	ZB01	0001			E				001	20230531	SAPUSER2
100	0000100393	1000	0000140000	ZB01	0001			E				001	20200617	SAPUSER5
100	0000100394	2000	0000140000	ZB03	0001			E				001	20210420	SAPUSER4
100	0000100396	2000	0000140000	ZB04	0001			E				001	20210130	SAPUSER3
100	0000100397	1000	0000140000	ZB03	0001			E				001	20200623	SAPUSER5
100	0000100401	1000	0000140000	ZB01	0001			E				001	20230702	SAPUSER1
100	0000100401	2000	0000140000	ZB03	0001			E				001	20230702	SAPUSER1
100	0000100403	1000	0000140000	ZB01	0001			E				001	20200818	SAPUSER4
100	0000100403	2000	0000140000	ZB03	0001			E				001	20200818	SAPUSER4
100	0000100406	1000	0000140000	ZB03	0001			E				001	20220629	SAPUSER5
100	0000100407	2000	0000140000	ZB02	0001			E				001	20200206	SAPUSER3
100	0000100408	2000	0000140000	ZB02	0001			E				001	20220515	SAPUSER3
100	0000100409	1000	0000140000	ZB04	0001			E				001	20230319	SAPUSER4
100	0000100410	2000	0000140000	ZB03	0001			E				001	20221228	SAPUSER4
100	0000100411	2000	0000140000	ZB03	0001			E				001	20240612	SAPUSER4
100	0000100412	1000	0000140000	ZB00	0001			E				001	20200604	SAPUSER1
100	0000100413	1000	0000140000	ZB04	0001			E				001	20220422	SAPUSER1
100	0000100413	2000	0000140000	ZB02	0001			E				001	20220422	SAPUSER1
100	0000100414	1000	0000140000	ZB03	0001			E				001	20210503	SAPUSER4
100	0000100415	1000	0000140000	ZB03	0001			E				001	20190726	SAPUSER3
100	0000100417	1000	0000140000	ZB02	0001			E				001	20231219	SAPUSER1
100	0000100418	1000	0000140000	ZB03	0001			E				001	20220720	SAPUSER3
100	0000100419	1000	0000140000	ZB02	0001			E				001	20240308	SAPUSER4
100	0000100422	1000	0000140000	ZB03	0001			E				001	20220128	SAPUSER4
100	0000100424	1000	0000140000	ZB03	0001			E				001	20220123	SAPUSER5
100	0000100425	1000	0000140000	ZB03	0001			E				001	20220530	SAPUSER4
100	0000100426	1000	0000140000	ZB04	0001			E				001	20200810	SAPUSER1
100	0000100427	1000	0000140000	ZB03	0001			E				001	20230915	SAPUSER4
100	0000100429	1000	0000140000	ZB02	0001			E				001	20211009	SAPUSER5
100	0000100430	1000	0000140000	ZB03	0001			E				001	20220412	SAPUSER5
100	0000100430	2000	0000140000	ZB02	0001			E				001	20220412	SAPUSER5
100	0000100434	1000	0000140000	ZB03	0001							001	20230808	SAPUSER4
100	0000100437	1000	0000140000	ZB02	0001							001	20210413	SAPUSER1
100	0000100441	1000	0000140000	ZB03	0001			E				001	20220717	SAPUSER4
100	0000100443	1000	0000140000	ZB03	0001			E				001	20210402	SAPUSER5
100	0000100444	1000	0000140000	ZB04	0001							001	20240611	SAPUSER2
100	0000100445	1000	0000140000	ZB00	0001			E				001	20230128	SAPUSER5
100	0000100446	2000	0000140000	ZB01	0001							001	20211020	SAPUSER4
100	0000100447	1000	0000140000	ZB02	0001			E				001	20200329	SAPUSER5
100	0000100449	2000	0000140000	ZB03	0001			E				001	20190721	SAPUSER4
100	0000100450	1000	0000140000	ZB04	0001			E				001	20200331	SAPUSER2
100	0000100451	1000	0000140000	ZB03	0001							001	20230307	SAPUSER5
100	0000100452	2000	0000140000	ZB03	0001							001	20231104	SAPUSER1
100	0000100454	1000	0000140000	ZB01	0001			E				001	20200914	SAPUSER3
100	0000100455	1000	0000140000	ZB03	0001			E				001	20231011	SAPUSER3
100	0000100457	1000	0000140000	ZB02	0001			E				001	20221003	SAPUSER3
100	0000100457	2000	0000140000	ZB01	0001			E				001	20221003	SAPUSER3
100	0000100460	1000	0000140000	ZB03	0001			E				001	20200310	SAPUSER5
100	0000100462	1000	0000140000	ZB04	0001			E				001	20221210	SAPUSER5
100	0000100464	1000	0000140000	ZB03	0001			E				001	20240326	SAPUSER2
100	0000100466	1000	0000140000	ZB03	0001			E				001	20240729	SAPUSER5
100	0000100468	1000	0000140000	ZB01	0001							001	20210928	SAPUSER3
100	0000100469	1000	0000140000	ZB04	0001			E				001	20220216	SAPUSER4
100	0000100470	1000	0000140000	ZB03	0001			E				001	20190315	SAPUSER3
100	0000100471	1000	0000140000	ZB03	0001							001	20210319	SAPUSER5
100	0000100472	1000	0000140000	ZB04	0001							001	20240213	SAPUSER3
100	0000100473	1000	0000140000	ZB00	0001			E				001	20210111	SAPUSER1
100	0000100477	1000	0000140000	ZB03	0001			E				001	20200108	SAPUSER2
100	0000100479	2000	0000140000	ZB03	0001			E				001	20210724	SAPUSER3
100	0000100480	2000	0000140000	ZB03	0001			E				001	20200207	SAPUSER2
100	0000100481	1000	0000140000	ZB00	0001			E				001	20240402	SAPUSER1
100	0000100484	2000	0000140000	ZB03	0001			E				001	20240731	SAPUSER1
100	0000100485	2000	0000140000	ZB04	0001			E				001	20240816	SAPUSER2
100	0000100490	1000	0000140000	ZB04	0001			E				001	20200803	SAPUSER1
100	0000100490	2000	0000140000	ZB03	0001			E				001	20200803	SAPUSER1
100	0000100492	1000	0000140000	ZB03	0001			E				001	20200111	SAPUSER3
100	0000100493	2000	0000140000	ZB03	0001			E				001	20221118	SAPUSER3
100	0000100496	1000	0000140000	ZB02	0001			E				001	20210223	SAPUSER5
100	0000100499	1000	0000140000	ZB03	0001							001	20211029	SAPUSER2
100	0000100505	1000	0000140000	ZB04	0001			E				001	20231209	SAPUSER3
100	0000100505	2000	0000140000	ZB03	0001			E				001	20231209	SAPUSER3
100	0000100506	2000	0000140000	ZB02	0001			E				001	20220831	SAPUSER2
100	0000100508	1000	0000140000	ZB01	0001			E				001	20190129	SAPUSER4
100	0000100512	1000	0000140000	ZB03	0001			E				001	20240425	SAPUSER3
100	0000100513	1000	0000140000	ZB03	0001			E				001	20191112	SAPUSER3
100	0000100514	1000	0000140000	ZB04	0001			E				001	20200101	SAPUSER2
100	0000100515	1000	0000140000	ZB03	0001			E				001	20200410	SAPUSER4
