MANDT	LIFNR	BUKRS	GJAHR	BELNR	BUZEI	BUDAT	BLDAT	CPUDT	BLART	BSCHL	SHKZG	UMSKZ	WAERS	WRBTR	DMBTR	XBLNR	ZUONR	SGTXT	ZFBDT	ZTERM	ZBD1T	ZBD1P	SKFBT	SKNTO	ZLSCH	ZLSPR	REBZG	EBELN	HKONT	AUGDT	AUGBL
100	0000201672	1000	2024	1500000078	001	20241004	20241004	20241004	KZ	25	S		EUR	28.275,13	28.275,13		1900000330	Zahlung	20241004		0	0,000	0,00	0,00	U					20241004	1500000078
100	0000200132	1000	2024	1500000079	001	20241007	20241007	20241007	KZ	25	S		EUR	2.059,49	2.059,49		1900000128	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000079
100	0000200441	1000	2024	1500000080	001	20241007	20241007	20241007	KZ	25	S		EUR	944,24	944,24		1900000040	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000080
100	0000200657	1000	2024	1500000081	001	20241007	20241007	20241007	KZ	25	S		EUR	1.667,22	1.667,22		1900000118	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000081
100	0000200751	1000	2024	1500000082	001	20241007	20241007	20241007	KZ	25	S		EUR	22.593,73	22.593,73		1900000374	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000082
100	0000201148	1000	2024	1500000083	001	20241007	20241007	20241007	KZ	25	S		EUR	2.032,19	2.032,19		1900000066	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000083
100	0000201315	1000	2024	1500000084	001	20241007	20241007	20241007	KZ	25	S		EUR	60.811,81	60.811,81		1900000325	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000084
100	0000201332	1000	2024	1500000085	001	20241007	20241007	20241007	KZ	25	S		EUR	29.971,41	29.971,41		1900000290	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000085
100	0000201375	1000	2024	1500000086	001	20241007	20241007	20241007	KZ	25	S		EUR	1.883,30	1.883,30		1900000072	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000086
100	0000201461	1000	2024	1500000087	001	20241007	20241007	20241007	KZ	25	S		EUR	109.892,94	109.892,94		1900000074	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000087
100	0000201465	1000	2024	1500000088	001	20241007	20241007	20241007	KZ	25	S		EUR	1.798,97	1.798,97		1900000033	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000088
100	0000201566	1000	2024	1500000089	001	20241007	20241007	20241007	KZ	25	S		EUR	10.263,95	10.263,95		1900000076	Zahlung	20241007		0	0,000	0,00	0,00	S					20241007	1500000089
100	0000201627	1000	2024	1500000090	001	20241007	20241007	20241007	KZ	25	S		EUR	7.958,25	7.958,25		1900000258	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000090
100	0000201641	1000	2024	1500000091	001	20241007	20241007	20241007	KZ	25	S		EUR	43.481,52	43.481,52		1900000005	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000091
100	0000201641	1000	2024	1500000092	001	20241007	20241007	20241007	KZ	25	S		EUR	63.646,33	63.646,33		1900000109	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000092
100	0000201657	1000	2024	1500000093	001	20241007	20241007	20241007	KZ	25	S		EUR	16.527,77	16.527,77		1900000231	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000093
100	0000201981	1000	2024	1500000094	001	20241007	20241007	20241007	KZ	25	S		EUR	2.717,94	2.717,94		1900000142	Zahlung	20241007		0	0,000	0,00	0,00	U					20241007	1500000094
100	0000200241	1000	2024	1500000095	001	20241008	20241008	20241008	KZ	25	S		EUR	2.449,64	2.449,64		1900000038	Zahlung	20241008		0	0,000	0,00	0,00	U					20241008	1500000095
100	0000200283	1000	2024	1500000096	001	20241008	20241008	20241008	KZ	25	S		EUR	2.693,84	2.693,84		1900000116	Zahlung	20241008		0	0,000	0,00	0,00	U					20241008	1500000096
100	0000200447	1000	2024	1500000097	001	20241008	20241008	20241008	KZ	25	S		EUR	2.806,36	2.806,36		1900000055	Zahlung	20241008		0	0,000	0,00	0,00	S					20241008	1500000097
100	0000200772	1000	2024	1500000098	001	20241008	20241008	20241008	KZ	25	S		EUR	74.645,70	74.645,70		1900000155	Zahlung	20241008		0	0,000	0,00	0,00	U					20241008	1500000098
100	0000200947	1000	2024	1500000099	001	20241008	20241008	20241008	KZ	25	S		EUR	49.968,88	49.968,88		1900000088	Zahlung	20241008		0	0,000	0,00	0,00	U					20241008	1500000099
100	0000201077	1000	2024	1500000100	001	20241008	20241008	20241008	KZ	25	S		EUR	1.039,89	1.039,89		1900000193	Zahlung	20241008		0	0,000	0,00	0,00	U					20241008	1500000100
100	0000201331	1000	2024	1500000101	001	20241008	20241008	20241008	KZ	25	S		EUR	8.331,36	8.331,36		1900000269	Zahlung	20241008		0	0,000	0,00	0,00	U					20241008	1500000101
100	0000201434	1000	2024	1500000102	001	20241008	20241008	20241008	KZ	25	S		EUR	1.456,54	1.456,54		1900000073	Zahlung	20241008		0	0,000	0,00	0,00	U					20241008	1500000102
100	0000201436	1000	2024	1500000103	001	20241008	20241008	20241008	KZ	25	S		EUR	13.355,65	13.355,65		1900000327	Zahlung	20241008		0	0,000	0,00	0,00	U					20241008	1500000103
100	0000201497	1000	2024	1500000104	001	20241008	20241008	20241008	KZ	25	S		EUR	114.024,15	114.024,15		1900000270	Zahlung	20241008		0	0,000	0,00	0,00	U					20241008	1500000104
100	0000200160	1000	2024	1500000105	001	20241009	20241009	20241009	KZ	25	S		EUR	2.957,63	2.957,63		1900000051	Zahlung	20241009		0	0,000	0,00	0,00	U					20241009	1500000105
100	0000200193	1000	2024	1500000106	001	20241009	20241009	20241009	KZ	25	S		EUR	12.880,84	12.880,84		1900000304	Zahlung	20241009		0	0,000	0,00	0,00	U					20241009	1500000106
100	0000200589	1000	2024	1500000107	001	20241009	20241009	20241009	KZ	25	S		EUR	21.207,89	21.207,89		1900000313	Zahlung	20241009		0	0,000	0,00	0,00	S					20241009	1500000107
100	0000201214	1000	2024	1500000108	001	20241009	20241009	20241009	KZ	25	S		EUR	49.722,83	49.722,83		1900000380	Zahlung	20241009		0	0,000	0,00	0,00	U					20241009	1500000108
100	0000201292	1000	2024	1500000109	001	20241009	20241009	20241009	KZ	25	S		EUR	6.858,28	6.858,28		1900000070	Zahlung	20241009		0	0,000	0,00	0,00	U					20241009	1500000109
100	0000201353	1000	2024	1500000110	001	20241009	20241009	20241009	KZ	25	S		EUR	92.562,34	92.562,34		1900000166	Zahlung	20241009		0	0,000	0,00	0,00	U					20241009	1500000110
100	0000201743	1000	2024	1500000111	001	20241009	20241009	20241009	KZ	25	S		EUR	721,72	721,72		1900000332	Zahlung	20241009		0	0,000	0,00	0,00	U					20241009	1500000111
100	0000201794	1000	2024	1500000112	001	20241009	20241009	20241009	KZ	25	S		EUR	16.671,67	16.671,67		1900000078	Zahlung	20241009		0	0,000	0,00	0,00	U					20241009	1500000112
100	0000200281	1000	2024	1500000115	001	20241010	20241010	20241010	KZ	25	S		EUR	38.482,95	38.482,95		1900000084	Zahlung	20241010		0	0,000	0,00	0,00	U					20241010	1500000115
100	0000200446	1000	2024	1500000116	001	20241010	20241010	20241010	KZ	25	S		EUR	19.698,12	19.698,12		1900000098	Zahlung	20241010		0	0,000	0,00	0,00	U					20241010	1500000116
100	0000201206	1000	2024	1500000117	001	20241010	20241010	20241010	KZ	25	S		EUR	1.844,60	1.844,60		1900000104	Zahlung	20241010		0	0,000	0,00	0,00	U					20241010	1500000117
100	0000201441	1000	2024	1500000118	001	20241010	20241010	20241010	KZ	25	S		EUR	22.612,09	22.612,09		1900000381	Zahlung	20241010		0	0,000	0,00	0,00	U					20241010	1500000118
100	0000201774	1000	2024	1500000119	001	20241010	20241010	20241010	KZ	25	S		EUR	15.284,75	15.284,75		1900000333	Zahlung	20241010		0	0,000	0,00	0,00	U					20241010	1500000119
100	0000201950	1000	2024	1500000120	001	20241010	20241010	20241010	KZ	25	S		EUR	23.377,52	23.377,52		1900000139	Zahlung	20241010		0	0,000	0,00	0,00	U					20241010	1500000120
100	0000200770	1000	2024	1500000121	001	20241011	20241011	20241011	KZ	25	S		EUR	20.323,78	20.323,78		1900000178	Zahlung	20241011		0	0,000	0,00	0,00	U					20241011	1500000121
100	0000201158	1000	2024	1500000122	001	20241011	20241011	20241011	KZ	25	S		EUR	3.937,10	3.937,10		1900000067	Zahlung	20241011		0	0,000	0,00	0,00	U					20241011	1500000122
100	0000201182	1000	2024	1500000123	001	20241011	20241011	20241011	KZ	25	S		EUR	117.223,55	117.223,55		1900000162	Zahlung	20241011		0	0,000	0,00	0,00	U					20241011	1500000123
100	0000201461	1000	2024	1500000124	001	20241011	20241011	20241011	KZ	25	S		EUR	69.450,47	69.450,47		1900000214	Zahlung	20241011		0	0,000	0,00	0,00	U					20241011	1500000124
100	0000201741	1000	2024	1500000125	001	20241011	20241011	20241011	KZ	25	S		EUR	6.614,97	6.614,97		1900000331	Zahlung	20241011		0	0,000	0,00	0,00	U					20241011	1500000125
100	0000201806	1000	2024	1500000126	001	20241011	20241011	20241011	KZ	25	S		EUR	49.224,08	49.224,08		1900000348	Zahlung	20241011		0	0,000	0,00	0,00	U					20241011	1500000126
100	0000201806	1000	2024	1500000127	001	20241011	20241011	20241011	KZ	25	S		EUR	8.330,47	8.330,47		1900000349	Zahlung	20241011		0	0,000	0,00	0,00	U					20241011	1500000127
100	0000201904	1000	2024	1500000128	001	20241011	20241011	20241011	KZ	25	S		EUR	1.223,94	1.223,94		1900000171	Zahlung	20241011		0	0,000	0,00	0,00	U					20241011	1500000128
100	0000200102	1000	2024	1500000129	001	20241014	20241014	20241014	KZ	25	S		EUR	86.059,27	86.059,27		1900000395	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000129
100	0000200141	1000	2024	1500000130	001	20241014	20241014	20241014	KZ	25	S		EUR	108.976,35	108.976,35		1900000396	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000130
100	0000200339	1000	2024	1500000131	001	20241014	20241014	20241014	KZ	25	S		EUR	15.519,24	15.519,24		1900000204	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000131
100	0000200447	1000	2024	1500000132	001	20241014	20241014	20241014	KZ	25	S		EUR	2.657,49	2.657,49		1900000187	Zahlung	20241014		0	0,000	0,00	0,00	S					20241014	1500000132
100	0000200465	1000	2024	1500000133	001	20241014	20241014	20241014	KZ	25	S		EUR	11.348,09	11.348,09		1900000206	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000133
100	0000200545	1000	2024	1500000134	001	20241014	20241014	20241014	KZ	25	S		EUR	101.630,21	101.630,21		1900000150	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000134
100	0000200735	1000	2024	1500000135	001	20241014	20241014	20241014	KZ	25	S		EUR	83.830,44	83.830,44		1900000153	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000135
100	0000200768	1000	2024	1500000136	001	20241014	20241014	20241014	KZ	25	S		EUR	68.312,21	68.312,21		1900000360	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000136
100	0000200790	1000	2024	1500000137	001	20241014	20241014	20241014	KZ	25	S		EUR	683,14	683,14		1900000063	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000137
100	0000200955	1000	2024	1500000138	001	20241014	20241014	20241014	KZ	25	S		EUR	19.410,82	19.410,82		1900000121	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000138
100	0000200955	1000	2024	1500000139	001	20241014	20241014	20241014	KZ	25	S		EUR	19.850,07	19.850,07		1900000211	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000139
100	0000200984	1000	2024	1500000140	001	20241014	20241014	20241014	KZ	25	S		EUR	22.935,50	22.935,50		1900000100	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000140
100	0000201068	1000	2024	1500000141	001	20241014	20241014	20241014	KZ	25	S		EUR	2.395,24	2.395,24		1900000014	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000141
100	0000201566	1000	2024	1500000142	001	20241014	20241014	20241014	KZ	25	S		EUR	53.174,62	53.174,62		1900000346	Zahlung	20241014		0	0,000	0,00	0,00	S					20241014	1500000142
100	0000201783	1000	2024	1500000143	001	20241014	20241014	20241014	KZ	25	S		EUR	69.582,69	69.582,69		1900000347	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000143
100	0000201783	1000	2024	1500000144	001	20241014	20241014	20241014	KZ	25	S		EUR	84.661,58	84.661,58		1900000383	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000144
100	0000201833	1000	2024	1500000145	001	20241014	20241014	20241014	KZ	25	S		EUR	76.953,54	76.953,54		1900000093	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000145
100	0000201862	1000	2024	1500000146	001	20241014	20241014	20241014	KZ	25	S		EUR	2.484,36	2.484,36		1900000138	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000146
100	0000201952	1000	2024	1500000147	001	20241014	20241014	20241014	KZ	25	S		EUR	1.457,01	1.457,01		1900000140	Zahlung	20241014		0	0,000	0,00	0,00	U					20241014	1500000147
