MANDT	KUNNR	BUKRS	GJAHR	BELNR	BUZEI	BUDAT	BLDAT	CPUDT	BLART	BSCHL	SHKZG	UMSKZ	WAERS	WRBTR	DMBTR	XBLNR	ZUONR	SGTXT	ZFBDT	ZTERM	ZBD1T	ZBD1P	SKFBT	SKNTO	ZLSCH	ZLSPR	REBZG	HKONT	AUGDT	AUGBL
100	0000102804	1000	2024	1400000021	001	20240911	20240911	20240911	DZ	15	H		EUR	22.926,87	22.926,87		1800000034	Zahlung	20240911		0	0,000	0,00	0,00					20240911	1400000021
100	0000101121	1000	2024	1400000022	001	20240912	20240912	20240912	DZ	15	H		EUR	2.236,75	2.236,75		1800000282	Zahlung	20240912		0	0,000	0,00	0,00	E				20240912	1400000022
100	0000101567	1000	2024	1400000023	001	20240912	20240912	20240912	DZ	15	H		EUR	2.612,68	2.612,68		1800000144	Zahlung	20240912		0	0,000	0,00	0,00	E				20240912	1400000023
100	0000102208	1000	2024	1400000024	001	20240912	20240912	20240912	DZ	15	H		EUR	56.348,40	56.348,40		1800000226	Zahlung	20240912		0	0,000	0,00	0,00	E				20240912	1400000024
100	0000102402	1000	2024	1400000025	001	20240913	20240913	20240913	DZ	15	H		EUR	1.025,15	1.025,15		1800000305	Zahlung	20240913		0	0,000	0,00	0,00	E				20240913	1400000025
100	0000102705	1000	2024	1400000026	001	20240913	20240913	20240913	DZ	15	H		EUR	22.163,96	22.163,96		1800000363	Zahlung	20240913		0	0,000	0,00	0,00	E				20240913	1400000026
100	0000100000	1000	2024	1400000027	001	20240916	20240916	20240916	DZ	15	H		EUR	1.067,94	1.067,94		1800000307	Zahlung	20240916		0	0,000	0,00	0,00	E				20240916	1400000027
100	0000100570	1000	2024	1400000028	001	20240916	20240916	20240916	DZ	15	H		EUR	6.350,79	6.350,79		1800000097	Zahlung	20240916		0	0,000	0,00	0,00	E				20240916	1400000028
100	0000100818	1000	2024	1400000029	001	20240916	20240916	20240916	DZ	15	H		EUR	1.103,24	1.103,24		1800000073	Zahlung	20240916		0	0,000	0,00	0,00	E				20240916	1400000029
100	0000100822	1000	2024	1400000030	001	20240916	20240916	20240916	DZ	15	H		EUR	8.613,63	8.613,63		1800000242	Zahlung	20240916		0	0,000	0,00	0,00	E				20240916	1400000030
100	0000101025	1000	2024	1400000031	001	20240916	20240916	20240916	DZ	15	H		EUR	52.104,72	52.104,72		1800000074	Zahlung	20240916		0	0,000	0,00	0,00	E				20240916	1400000031
100	0000101195	1000	2024	1400000032	001	20240916	20240916	20240916	DZ	15	H		EUR	14.190,66	14.190,66		1800000134	Zahlung	20240916		0	0,000	0,00	0,00	E				20240916	1400000032
100	0000101234	1000	2024	1400000033	001	20240916	20240916	20240916	DZ	15	H		EUR	2.019,76	2.019,76		1800000105	Zahlung	20240916		0	0,000	0,00	0,00	E				20240916	1400000033
100	0000102431	1000	2024	1400000034	001	20240916	20240916	20240916	DZ	15	H		EUR	1.734,91	1.734,91		1800000355	Zahlung	20240916		0	0,000	0,00	0,00	E				20240916	1400000034
100	0000102574	1000	2024	1400000035	001	20240916	20240916	20240916	DZ	15	H		EUR	21.883,83	21.883,83		1800000055	Zahlung	20240916		0	0,000	0,00	0,00					20240916	1400000035
100	0000102889	1000	2024	1400000036	001	20240916	20240916	20240916	DZ	15	H		EUR	16.965,96	16.965,96		1800000061	Zahlung	20240916		0	0,000	0,00	0,00	E				20240916	1400000036
100	0000100135	1000	2024	1400000037	001	20240917	20240917	20240917	DZ	15	H		EUR	19.369,26	19.369,26		1800000197	Zahlung	20240917		0	0,000	0,00	0,00	E				20240917	1400000037
100	0000100899	1000	2024	1400000038	001	20240917	20240917	20240917	DZ	15	H		EUR	11.157,60	11.157,60		1800000408	Zahlung	20240917		0	0,000	0,00	0,00	E				20240917	1400000038
100	0000101433	1000	2024	1400000039	001	20240917	20240917	20240917	DZ	15	H		EUR	67.126,48	67.126,48		1800000215	Zahlung	20240917		0	0,000	0,00	0,00					20240917	1400000039
100	0000102904	1000	2024	1400000040	001	20240917	20240917	20240917	DZ	15	H		EUR	73.021,73	73.021,73		1800000369	Zahlung	20240917		0	0,000	0,00	0,00	E				20240917	1400000040
100	0000101465	1000	2024	1400000041	001	20240918	20240918	20240918	DZ	15	H		EUR	13.068,86	13.068,86		1800000217	Zahlung	20240918		0	0,000	0,00	0,00	E				20240918	1400000041
100	0000101689	1000	2024	1400000042	001	20240918	20240918	20240918	DZ	15	H		EUR	19.182,83	19.182,83		1800000076	Zahlung	20240918		0	0,000	0,00	0,00					20240918	1400000042
100	0000102446	1000	2024	1400000043	001	20240918	20240918	20240918	DZ	15	H		EUR	43.265,09	43.265,09		1800000265	Zahlung	20240918		0	0,000	0,00	0,00	E				20240918	1400000043
100	0000100161	1000	2024	1400000044	001	20240919	20240919	20240919	DZ	15	H		EUR	65.623,06	65.623,06		1800000402	Zahlung	20240919		0	0,000	0,00	0,00	E				20240919	1400000044
100	0000100829	1000	2024	1400000045	001	20240919	20240919	20240919	DZ	15	H		EUR	7.030,99	7.030,99		1800000209	Zahlung	20240919		0	0,000	0,00	0,00	E				20240919	1400000045
100	0000102964	1000	2024	1400000046	001	20240919	20240919	20240919	DZ	15	H		EUR	1.211,37	1.211,37		1800000425	Zahlung	20240919		0	0,000	0,00	0,00	E				20240919	1400000046
100	0000100812	1000	2024	1400000047	001	20240920	20240920	20240920	DZ	15	H		EUR	18.578,83	18.578,83		1800000406	Zahlung	20240920		0	0,000	0,00	0,00	E				20240920	1400000047
100	0000101848	1000	2024	1400000048	001	20240920	20240920	20240920	DZ	15	H		EUR	11.663,09	11.663,09		1800000296	Zahlung	20240920		0	0,000	0,00	0,00	E				20240920	1400000048
100	0000101957	1000	2024	1400000049	001	20240920	20240920	20240920	DZ	15	H		EUR	6.947,14	6.947,14		1800000222	Zahlung	20240920		0	0,000	0,00	0,00	E				20240920	1400000049
100	0000100117	1000	2024	1400000050	001	20240923	20240923	20240923	DZ	15	H		EUR	36.632,66	36.632,66		1800000119	Zahlung	20240923		0	0,000	0,00	0,00	E				20240923	1400000050
100	0000100268	1000	2024	1400000051	001	20240923	20240923	20240923	DZ	15	H		EUR	1.551,50	1.551,50		1800000311	Zahlung	20240923		0	0,000	0,00	0,00	E				20240923	1400000051
100	0000100272	1000	2024	1400000052	001	20240923	20240923	20240923	DZ	15	H		EUR	4.723,88	4.723,88		1800000200	Zahlung	20240923		0	0,000	0,00	0,00	E				20240923	1400000052
100	0000100570	1000	2024	1400000053	001	20240923	20240923	20240923	DZ	15	H		EUR	14.896,54	14.896,54		1800000321	Zahlung	20240923		0	0,000	0,00	0,00	E				20240923	1400000053
100	0000100994	1000	2024	1400000054	001	20240923	20240923	20240923	DZ	15	H		EUR	1.418,00	1.418,00		1800000210	Zahlung	20240923		0	0,000	0,00	0,00					20240923	1400000054
100	0000101190	1000	2024	1400000055	001	20240923	20240923	20240923	DZ	15	H		EUR	13.712,57	13.712,57		1800000248	Zahlung	20240923		0	0,000	0,00	0,00	E				20240923	1400000055
100	0000101465	1000	2024	1400000056	001	20240923	20240923	20240923	DZ	15	H		EUR	6.706,45	6.706,45		1800000290	Zahlung	20240923		0	0,000	0,00	0,00	E				20240923	1400000056
100	0000102445	1000	2024	1400000057	001	20240923	20240923	20240923	DZ	15	H		EUR	2.522,21	2.522,21		1800000519	Zahlung	20240923		0	0,000	0,00	0,00	E				20240923	1400000057
100	0000102574	1000	2024	1400000058	001	20240923	20240923	20240923	DZ	15	H		EUR	18.135,30	18.135,30		1800000523	Zahlung	20240923		0	0,000	0,00	0,00					20240923	1400000058
100	0000102994	1000	2024	1400000059	001	20240923	20240923	20240923	DZ	15	H		EUR	12.437,45	12.437,45		1800000171	Zahlung	20240923		0	0,000	0,00	0,00					20240923	1400000059
100	0000100447	1000	2024	1400000060	001	20240924	20240924	20240924	DZ	15	H		EUR	18.564,78	18.564,78		1800000318	Zahlung	20240924		0	0,000	0,00	0,00	E				20240924	1400000060
100	0000101420	1000	2024	1400000061	001	20240924	20240924	20240924	DZ	15	H		EUR	2.406,63	2.406,63		1800000552	Zahlung	20240924		0	0,000	0,00	0,00	E				20240924	1400000061
100	0000102402	1000	2024	1400000062	001	20240924	20240924	20240924	DZ	15	H		EUR	422,43	422,43		1800000624	Zahlung	20240924		0	0,000	0,00	0,00	E				20240924	1400000062
100	0000102671	1000	2024	1400000063	001	20240924	20240924	20240924	DZ	15	H		EUR	1.707,10	1.707,10		1800000595	Zahlung	20240924		0	0,000	0,00	0,00					20240924	1400000063
100	0000102784	1000	2024	1400000064	001	20240924	20240924	20240924	DZ	15	H		EUR	2.671,74	2.671,74		1800000567	Zahlung	20240924		0	0,000	0,00	0,00	E				20240924	1400000064
100	0000102137	1000	2024	1400000065	001	20240925	20240925	20240925	DZ	15	H		EUR	552,79	552,79		1800000350	Zahlung	20240925		0	0,000	0,00	0,00	E				20240925	1400000065
100	0000102336	1000	2024	1400000066	001	20240925	20240925	20240925	DZ	15	H		EUR	14.963,17	14.963,17		1800000565	Zahlung	20240925		0	0,000	0,00	0,00	E				20240925	1400000066
100	0000102803	1000	2024	1400000067	001	20240925	20240925	20240925	DZ	15	H		EUR	18.898,60	18.898,60		1800000164	Zahlung	20240925		0	0,000	0,00	0,00					20240925	1400000067
100	0000100272	1000	2024	1400000070	001	20240926	20240926	20240926	DZ	15	H		EUR	8.875,17	8.875,17		1800000039	Zahlung	20240926		0	0,000	0,00	0,00	E				20240926	1400000070
100	0000100473	1000	2024	1400000071	001	20240926	20240926	20240926	DZ	15	H		EUR	2.411,23	2.411,23		1800000574	Zahlung	20240926		0	0,000	0,00	0,00	E				20240926	1400000071
100	0000100969	1000	2024	1400000072	001	20240926	20240926	20240926	DZ	15	H		EUR	113.678,84	113.678,84		1800000328	Zahlung	20240926		0	0,000	0,00	0,00	E				20240926	1400000072
100	0000101156	1000	2024	1400000073	001	20240926	20240926	20240926	DZ	15	H		EUR	4.515,32	4.515,32		1800000607	Zahlung	20240926		0	0,000	0,00	0,00					20240926	1400000073
100	0000101441	1000	2024	1400000074	001	20240926	20240926	20240926	DZ	15	H		EUR	708,85	708,85		1800000028	Zahlung	20240926		0	0,000	0,00	0,00	E				20240926	1400000074
100	0000101512	1000	2024	1400000075	001	20240926	20240926	20240926	DZ	15	H		EUR	16.851,54	16.851,54		1800000639	Zahlung	20240926		0	0,000	0,00	0,00	E				20240926	1400000075
100	0000101755	1000	2024	1400000076	001	20240926	20240926	20240926	DZ	15	H		EUR	2.543,02	2.543,02		1800000643	Zahlung	20240926		0	0,000	0,00	0,00	E				20240926	1400000076
100	0000102425	1000	2024	1400000077	001	20240926	20240926	20240926	DZ	15	H		EUR	2.949,12	2.949,12		1800000648	Zahlung	20240926		0	0,000	0,00	0,00	E				20240926	1400000077
100	0000102705	1000	2024	1400000078	001	20240926	20240926	20240926	DZ	15	H		EUR	6.307,20	6.307,20		1800000649	Zahlung	20240926		0	0,000	0,00	0,00	E				20240926	1400000078
100	0000100665	1000	2024	1400000079	001	20240927	20240927	20240927	DZ	15	H		EUR	18.199,67	18.199,67		1800000604	Zahlung	20240927		0	0,000	0,00	0,00	E				20240927	1400000079
100	0000100941	1000	2024	1400000080	001	20240927	20240927	20240927	DZ	15	H		EUR	14.408,36	14.408,36		1800000674	Zahlung	20240927		0	0,000	0,00	0,00	E				20240927	1400000080
100	0000101235	1000	2024	1400000081	001	20240927	20240927	20240927	DZ	15	H		EUR	55.962,40	55.962,40		1800000048	Zahlung	20240927		0	0,000	0,00	0,00	E				20240927	1400000081
100	0000101578	1000	2024	1400000082	001	20240927	20240927	20240927	DZ	15	H		EUR	798,18	798,18		1800000509	Zahlung	20240927		0	0,000	0,00	0,00	E				20240927	1400000082
100	0000101871	1000	2024	1400000083	001	20240927	20240927	20240927	DZ	15	H		EUR	26.293,59	26.293,59		1800000029	Zahlung	20240927		0	0,000	0,00	0,00	E				20240927	1400000083
100	0000102084	1000	2024	1400000084	001	20240927	20240927	20240927	DZ	15	H		EUR	2.994,16	2.994,16		1800000083	Zahlung	20240927		0	0,000	0,00	0,00	E				20240927	1400000084
100	0000102209	1000	2024	1400000085	001	20240927	20240927	20240927	DZ	15	H		EUR	19.840,16	19.840,16		1800000154	Zahlung	20240927		0	0,000	0,00	0,00	E				20240927	1400000085
100	0000102622	1000	2024	1400000086	001	20240927	20240927	20240927	DZ	15	H		EUR	14.955,85	14.955,85		1800000525	Zahlung	20240927		0	0,000	0,00	0,00	E				20240927	1400000086
100	0000100022	1000	2024	1400000087	001	20240930	20240930	20240930	DZ	15	H		EUR	21.156,72	21.156,72		1800000015	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000087
100	0000100117	1000	2024	1400000088	001	20240930	20240930	20240930	DZ	15	H		EUR	89.180,26	89.180,26		1800000373	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000088
100	0000100217	1000	2024	1400000089	001	20240930	20240930	20240930	DZ	15	H		EUR	19.945,41	19.945,41		1800000067	Zahlung	20240930		0	0,000	0,00	0,00					20240930	1400000089
100	0000100222	1000	2024	1400000090	001	20240930	20240930	20240930	DZ	15	H		EUR	19.569,52	19.569,52		1800000237	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000090
100	0000100222	1000	2024	1400000091	001	20240930	20240930	20240930	DZ	15	H		EUR	5.747,45	5.747,45		1800000461	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000091
100	0000100670	1000	2024	1400000092	001	20240930	20240930	20240930	DZ	15	H		EUR	118.158,73	118.158,73		1800000071	Zahlung	20240930		0	0,000	0,00	0,00					20240930	1400000092
100	0000100706	1000	2024	1400000093	001	20240930	20240930	20240930	DZ	15	H		EUR	2.606,93	2.606,93		1800000099	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000093
100	0000100822	1000	2024	1400000094	001	20240930	20240930	20240930	DZ	15	H		EUR	18.637,63	18.637,63		1800000670	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000094
100	0000101022	1000	2024	1400000095	001	20240930	20240930	20240930	DZ	15	H		EUR	7.530,48	7.530,48		1800000045	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000095
100	0000101465	1000	2024	1400000096	001	20240930	20240930	20240930	DZ	15	H		EUR	20.779,53	20.779,53		1800000469	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000096
100	0000101977	1000	2024	1400000097	001	20240930	20240930	20240930	DZ	15	H		EUR	72.361,66	72.361,66		1800000082	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000097
100	0000102020	1000	2024	1400000098	001	20240930	20240930	20240930	DZ	15	H		EUR	2.944,20	2.944,20		1800000152	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000098
100	0000102045	1000	2024	1400000099	001	20240930	20240930	20240930	DZ	15	H		EUR	989,35	989,35		1800000391	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000099
100	0000102286	1000	2024	1400000100	001	20240930	20240930	20240930	DZ	15	H		EUR	608,10	608,10		1800000030	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000100
100	0000102352	1000	2024	1400000101	001	20240930	20240930	20240930	DZ	15	H		EUR	1.814,34	1.814,34		1800000647	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000101
100	0000102694	1000	2024	1400000102	001	20240930	20240930	20240930	DZ	15	H		EUR	18.551,33	18.551,33		1800000089	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000102
100	0000102767	1000	2024	1400000103	001	20240930	20240930	20240930	DZ	15	H		EUR	1.072,96	1.072,96		1800000057	Zahlung	20240930		0	0,000	0,00	0,00	E				20240930	1400000103
100	0000100660	1000	2024	1400000105	001	20241001	20241001	20241001	DZ	15	H		EUR	2.116,56	2.116,56		1800000020	Zahlung	20241001		0	0,000	0,00	0,00	E				20241001	1400000105
100	0000101120	1000	2024	1400000106	001	20241001	20241001	20241001	DZ	15	H		EUR	3.033,76	3.033,76		1800000102	Zahlung	20241001		0	0,000	0,00	0,00	E				20241001	1400000106
100	0000101309	1000	2024	1400000107	001	20241001	20241001	20241001	DZ	15	H		EUR	6.990,26	6.990,26		1800000677	Zahlung	20241001		0	0,000	0,00	0,00	E				20241001	1400000107
100	0000101730	1000	2024	1400000108	001	20241001	20241001	20241001	DZ	15	H		EUR	634,66	634,66		1800000049	Zahlung	20241001		0	0,000	0,00	0,00	E				20241001	1400000108
100	0000102398	1000	2024	1400000109	001	20241001	20241001	20241001	DZ	15	H		EUR	8.468,02	8.468,02		1800000032	Zahlung	20241001		0	0,000	0,00	0,00	E				20241001	1400000109
100	0000102405	1000	2024	1400000110	001	20241001	20241001	20241001	DZ	15	H		EUR	2.442,39	2.442,39		1800000229	Zahlung	20241001		0	0,000	0,00	0,00	E				20241001	1400000110
100	0000102596	1000	2024	1400000111	001	20241001	20241001	20241001	DZ	15	H		EUR	585,68	585,68		1800000474	Zahlung	20241001		0	0,000	0,00	0,00					20241001	1400000111
100	0000102632	1000	2024	1400000112	001	20241001	20241001	20241001	DZ	15	H		EUR	2.543,10	2.543,10		1800000267	Zahlung	20241001		0	0,000	0,00	0,00	E				20241001	1400000112
100	0000102714	1000	2024	1400000113	001	20241001	20241001	20241001	DZ	15	H		EUR	1.273,77	1.273,77		1800000699	Zahlung	20241001		0	0,000	0,00	0,00	E				20241001	1400000113
100	0000102784	1000	2024	1400000114	001	20241001	20241001	20241001	DZ	15	H		EUR	2.296,32	2.296,32		1800000793	Zahlung	20241001		0	0,000	0,00	0,00	E				20241001	1400000114
100	0000102964	1000	2024	1400000115	001	20241001	20241001	20241001	DZ	15	H		EUR	2.701,56	2.701,56		1800000704	Zahlung	20241001		0	0,000	0,00	0,00	E				20241001	1400000115
100	0000100783	1000	2024	1400000116	001	20241002	20241002	20241002	DZ	15	H		EUR	21.686,89	21.686,89		1800000023	Zahlung	20241002		0	0,000	0,00	0,00	E				20241002	1400000116
100	0000101005	1000	2024	1400000117	001	20241002	20241002	20241002	DZ	15	H		EUR	5.829,00	5.829,00		1800000133	Zahlung	20241002		0	0,000	0,00	0,00					20241002	1400000117
100	0000101095	1000	2024	1400000118	001	20241002	20241002	20241002	DZ	15	H		EUR	21.753,31	21.753,31		1800000046	Zahlung	20241002		0	0,000	0,00	0,00	E				20241002	1400000118
100	0000101490	1000	2024	1400000119	001	20241002	20241002	20241002	DZ	15	H		EUR	4.313,52	4.313,52		1800000107	Zahlung	20241002		0	0,000	0,00	0,00	E				20241002	1400000119
100	0000101804	1000	2024	1400000120	001	20241002	20241002	20241002	DZ	15	H		EUR	2.431,54	2.431,54		1800000080	Zahlung	20241002		0	0,000	0,00	0,00	E				20241002	1400000120
100	0000102612	1000	2024	1400000121	001	20241002	20241002	20241002	DZ	15	H		EUR	1.577,42	1.577,42		1800000160	Zahlung	20241002		0	0,000	0,00	0,00	E				20241002	1400000121
100	0000102703	1000	2024	1400000122	001	20241002	20241002	20241002	DZ	15	H		EUR	15.947,21	15.947,21		1800000530	Zahlung	20241002		0	0,000	0,00	0,00	E				20241002	1400000122
100	0000102720	1000	2024	1400000123	001	20241002	20241002	20241002	DZ	15	H		EUR	8.908,07	8.908,07		1800000115	Zahlung	20241002		0	0,000	0,00	0,00	E				20241002	1400000123
100	0000100481	1000	2024	1400000124	001	20241003	20241003	20241003	DZ	15	H		EUR	4.575,80	4.575,80		1800000662	Zahlung	20241003		0	0,000	0,00	0,00	E				20241003	1400000124
100	0000100829	1000	2024	1400000125	001	20241003	20241003	20241003	DZ	15	H		EUR	103.811,93	103.811,93		1800000634	Zahlung	20241003		0	0,000	0,00	0,00	E				20241003	1400000125
100	0000100911	1000	2024	1400000126	001	20241003	20241003	20241003	DZ	15	H		EUR	3.822,21	3.822,21		1800000025	Zahlung	20241003		0	0,000	0,00	0,00	E				20241003	1400000126
100	0000100957	1000	2024	1400000127	001	20241003	20241003	20241003	DZ	15	H		EUR	2.847,94	2.847,94		1800000131	Zahlung	20241003		0	0,000	0,00	0,00	E				20241003	1400000127
100	0000101224	1000	2024	1400000128	001	20241003	20241003	20241003	DZ	15	H		EUR	1.057,72	1.057,72		1800000104	Zahlung	20241003		0	0,000	0,00	0,00	E				20241003	1400000128
100	0000101546	1000	2024	1400000129	001	20241003	20241003	20241003	DZ	15	H		EUR	71.659,47	71.659,47		1800000749	Zahlung	20241003		0	0,000	0,00	0,00	E				20241003	1400000129
100	0000101682	1000	2024	1400000130	001	20241003	20241003	20241003	DZ	15	H		EUR	1.030,29	1.030,29		1800000641	Zahlung	20241003		0	0,000	0,00	0,00					20241003	1400000130
100	0000101785	1000	2024	1400000131	001	20241003	20241003	20241003	DZ	15	H		EUR	1.986,64	1.986,64		1800000183	Zahlung	20241003		0	0,000	0,00	0,00	E				20241003	1400000131
100	0000100222	1000	2024	1400000132	001	20241004	20241004	20241004	DZ	15	H		EUR	12.813,80	12.813,80		1800000037	Zahlung	20241004		0	0,000	0,00	0,00	E				20241004	1400000132
100	0000100419	1000	2024	1400000133	001	20241004	20241004	20241004	DZ	15	H		EUR	1.961,44	1.961,44		1800000602	Zahlung	20241004		0	0,000	0,00	0,00	E				20241004	1400000133
100	0000100647	1000	2024	1400000134	001	20241004	20241004	20241004	DZ	15	H		EUR	10.678,77	10.678,77		1800000830	Zahlung	20241004		0	0,000	0,00	0,00	E				20241004	1400000134
100	0000101132	1000	2024	1400000135	001	20241004	20241004	20241004	DZ	15	H		EUR	21.157,87	21.157,87		1800000177	Zahlung	20241004		0	0,000	0,00	0,00	E				20241004	1400000135
100	0000101743	1000	2024	1400000136	001	20241004	20241004	20241004	DZ	15	H		EUR	2.620,76	2.620,76		1800000108	Zahlung	20241004		0	0,000	0,00	0,00	E				20241004	1400000136
100	0000102209	1000	2024	1400000137	001	20241004	20241004	20241004	DZ	15	H		EUR	13.344,99	13.344,99		1800000262	Zahlung	20241004		0	0,000	0,00	0,00	E				20241004	1400000137
100	0000102880	1000	2024	1400000138	001	20241004	20241004	20241004	DZ	15	H		EUR	12.159,87	12.159,87		1800000116	Zahlung	20241004		0	0,000	0,00	0,00	E				20241004	1400000138
100	0000102950	1000	2024	1400000139	001	20241004	20241004	20241004	DZ	15	H		EUR	119.784,62	119.784,62		1800000095	Zahlung	20241004		0	0,000	0,00	0,00	E				20241004	1400000139
100	0000100455	1000	2024	1400000143	001	20241007	20241007	20241007	DZ	15	H		EUR	2.954,04	2.954,04		1800000319	Zahlung	20241007		0	0,000	0,00	0,00	E				20241007	1400000143
100	0000100621	1000	2024	1400000144	001	20241007	20241007	20241007	DZ	15	H		EUR	312,88	312,88		1800000241	Zahlung	20241007		0	0,000	0,00	0,00	E				20241007	1400000144
100	0000100647	1000	2024	1400000145	001	20241007	20241007	20241007	DZ	15	H		EUR	5.412,50	5.412,50		1800000829	Zahlung	20241007		0	0,000	0,00	0,00	E				20241007	1400000145
100	0000100669	1000	2024	1400000146	001	20241007	20241007	20241007	DZ	15	H		EUR	1.576,46	1.576,46		1800000631	Zahlung	20241007		0	0,000	0,00	0,00	E				20241007	1400000146
100	0000100829	1000	2024	1400000147	001	20241007	20241007	20241007	DZ	15	H		EUR	22.579,88	22.579,88		1800000737	Zahlung	20241007		0	0,000	0,00	0,00	E				20241007	1400000147
100	0000100909	1000	2024	1400000148	001	20241007	20241007	20241007	DZ	15	H		EUR	987,90	987,90		1800000244	Zahlung	20241007		0	0,000	0,00	0,00	E				20241007	1400000148
100	0000101022	1000	2024	1400000149	001	20241007	20241007	20241007	DZ	15	H		EUR	26.193,50	26.193,50		1800000101	Zahlung	20241007		0	0,000	0,00	0,00	E				20241007	1400000149
100	0000101115	1000	2024	1400000150	001	20241007	20241007	20241007	DZ	15	H		EUR	2.650,10	2.650,10		1800000047	Zahlung	20241007		0	0,000	0,00	0,00	E				20241007	1400000150
100	0000101205	1000	2024	1400000151	001	20241007	20241007	20241007	DZ	15	H		EUR	20.591,95	20.591,95		1800000103	Zahlung	20241007		0	0,000	0,00	0,00	E				20241007	1400000151
